Hour_End,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,ERCOT
1/1/2010 1:00,7775.456846,1238.179861,1237.649967,877.6724037,12405.84941,2467.581039,5031.931981,1059.742927,32094.06444
1/1/2010 2:00,7704.815982,1236.050964,1248.907364,883.6217237,12485.81486,2436.025369,5111.46892,1064.617365,32171.32255
1/1/2010 3:00,7650.575724,1244.07314,1251.207485,881.1553274,12559.46112,2414.440222,5168.887617,1071.951825,32241.75246
1/1/2010 4:00,7666.708317,1253.21111,1260.419002,894.3301,12671.84795,2383.948564,5241.889124,1086.839061,32459.19323
1/1/2010 5:00,7744.960869,1284.055257,1264.653516,906.3252831,12912.2673,2498.179406,5401.45395,1111.855463,33123.75105
1/1/2010 6:00,7980.653429,1336.868638,1281.021418,939.1052298,13361.29665,2596.999247,5659.760289,1159.248615,34314.95351
1/1/2010 7:00,8197.656921,1370.012694,1270.425689,955.8944772,13867.8883,2751.48241,5884.505891,1200.730364,35498.59675
1/1/2010 8:00,8323.466717,1415.799975,1276.82704,966.4591723,13994.13125,2801.347915,6015.863985,1234.249623,36028.14567
1/1/2010 9:00,8445.65254,1458.017581,1297.154531,989.5734258,13788.59448,2863.837566,6005.388309,1244.448462,36092.66689
1/1/2010 10:00,8682.288354,1425.906468,1279.25333,975.533977,13269.09746,3030.757269,5900.383607,1201.95377,35765.17423
1/1/2010 11:00,8783.462969,1373.444779,1257.068942,922.0548321,12705.18926,2982.0098,5740.584997,1144.448466,34908.26405
1/1/2010 12:00,8810.2518,1272.133783,1223.78089,877.8712386,12050.69108,2785.538466,5493.298707,1069.33535,33582.90132
1/1/2010 13:00,8651.043662,1197.724284,1195.757815,832.0802321,11305.77174,2645.407842,5216.424863,994.478292,32038.68873
1/1/2010 14:00,8449.118385,1134.720882,1153.950416,788.7267083,10656.4484,2451.262373,4934.872558,933.8428039,30502.94252
1/1/2010 15:00,8222.02942,1096.300383,1128.347861,755.0065859,10017.322,2345.685775,4724.720479,901.3642343,29190.77674
1/1/2010 16:00,8055.58278,1051.4466,1096.644632,722.446389,9649.674146,2294.755569,4603.299066,882.8271854,28356.67637
1/1/2010 17:00,8155.932078,1073.044499,1090.45657,713.4884592,9575.134189,2322.851527,4621.48193,869.3761595,28421.76541
1/1/2010 18:00,8620.029504,1178.583024,1113.398179,783.5255632,10532.76879,2439.103428,4976.597375,921.7286917,30565.73456
1/1/2010 19:00,9136.176022,1291.587725,1184.454198,858.6976053,11897.82004,2789.716476,5658.793303,1031.682417,33848.92779
1/1/2010 20:00,9258.353529,1321.430297,1226.32214,872.0233944,12132.52069,2934.380732,5850.908946,1070.088499,34666.02823
1/1/2010 21:00,9204.682507,1369.50262,1242.423224,899.6779953,12328.84754,3048.722855,5973.341076,1079.693462,35146.89128
1/1/2010 22:00,9050.982432,1404.110057,1266.15435,900.7557874,12398.30209,3088.480609,6007.317403,1101.809395,35217.91212
1/1/2010 23:00,8816.746381,1384.159706,1266.590143,873.9421426,12190.3576,3057.654852,5910.463516,1106.889201,34606.80355
1/2/2010 0:00,8515.7924,1357.87273,1261.63718,851.59794,11970.9767,2903.8136,5765.61884,1080.88957,33708.19896
1/2/2010 1:00,8279.044452,1300.995246,1224.056217,864.7791975,11908.28733,2705.128795,5643.059824,1070.37633,32995.7274
1/2/2010 2:00,8130.664762,1309.955284,1214.184314,849.9117929,11816.07363,2649.880974,5627.897702,1070.351927,32668.92039
1/2/2010 3:00,8049.185313,1325.546635,1218.180463,858.0206281,11861.56318,2627.278306,5668.768537,1089.297075,32697.84014
1/2/2010 4:00,8095.660424,1315.824872,1229.663474,870.6320454,12106.11773,2603.769133,5749.522186,1107.788421,33078.97829
1/2/2010 5:00,8217.184166,1350.468668,1236.910873,894.2494837,12326.63165,2731.822833,5909.34582,1139.541062,33806.15456
1/2/2010 6:00,8436.457676,1419.774405,1261.767518,929.6958306,12872.68794,2846.034654,6153.245953,1194.205615,35113.86959
1/2/2010 7:00,8749.765302,1501.633378,1259.643609,966.5292531,13521.6334,3010.570649,6483.090048,1235.88915,36728.75479
1/2/2010 8:00,9157.071751,1538.366037,1284.847512,984.6374627,13946.8592,3050.413852,6707.951757,1285.210706,37955.35828
1/2/2010 9:00,9384.708226,1542.780849,1295.599259,998.356484,14004.85056,3084.910601,6794.915787,1329.494346,38435.61611
1/2/2010 10:00,9500.946159,1489.334387,1276.316829,1001.282686,13484.13313,3013.936245,6646.228133,1294.286485,37706.46406
1/2/2010 11:00,9284.171971,1415.590978,1258.885792,970.0954,12880.15031,2849.957407,6195.979916,1230.105024,36084.9368
1/2/2010 12:00,9086.506214,1302.418635,1215.072868,912.9580503,12036.14683,2637.188081,5799.453267,1137.39277,34127.13672
1/2/2010 13:00,8749.691655,1192.739632,1180.022105,874.5109494,11177.07142,2549.261231,5386.547343,1055.842639,32165.68697
1/2/2010 14:00,8525.465809,1110.661103,1139.031811,828.1109826,10413.47107,2371.897609,5117.20586,977.048821,30482.89306
1/2/2010 15:00,8379.872342,1062.944094,1110.706778,792.7822172,9876.029871,2263.010729,4874.96749,938.8745251,29299.18805
1/2/2010 16:00,8259.777725,1044.654886,1089.210916,768.0649094,9636.345268,2216.796187,4785.178548,923.5712129,28723.59965
1/2/2010 17:00,8422.409718,1055.182784,1094.920753,779.3490093,9765.746005,2244.336008,4859.013044,918.3261769,29139.2835
1/2/2010 18:00,9051.153202,1170.047134,1124.3074,846.0438069,10801.43113,2354.413889,5281.735368,986.3009369,31615.43287
1/2/2010 19:00,9617.825217,1333.032501,1179.28691,916.5769244,12005.58229,2629.600723,5887.101974,1081.081919,34650.08845
1/2/2010 20:00,9613.618963,1379.416988,1222.429705,931.844227,12244.22911,2733.547309,6004.988686,1114.908421,35244.98341
1/2/2010 21:00,9591.329927,1384.856817,1238.383171,952.8733578,12378.38273,2739.475696,6035.460787,1119.285937,35440.04843
1/2/2010 22:00,9454.658275,1375.768007,1232.025372,928.5746974,12287.60997,2681.080392,5924.430163,1115.459044,34999.60592
1/2/2010 23:00,9076.817571,1355.850663,1211.531005,912.4743878,11872.73059,2599.814879,5710.503891,1105.185108,33844.90809
1/3/2010 0:00,8659.3395,1313.33085,1187.96924,879.99825,11516.9886,2461.4679,5410.30766,1072.34467,32501.74667
1/3/2010 1:00,8015.772065,1260.207721,1231.37484,869.3496587,11434.04255,2339.662805,5146.426686,1072.074962,31368.91129
1/3/2010 2:00,7827.934535,1242.39698,1226.944119,870.1485517,11238.32979,2233.020751,4923.498239,1059.506583,30621.77955
1/3/2010 3:00,7675.627022,1239.799225,1222.877009,865.3280534,11175.11569,2217.025354,4791.109261,1050.059781,30236.9414
1/3/2010 4:00,7634.557578,1262.483367,1236.582506,872.8839545,11239.18451,2189.463969,4731.689197,1055.599777,30222.44486
1/3/2010 5:00,7652.001362,1285.988614,1245.524241,868.7374698,11443.64999,2236.553376,4724.513739,1053.535723,30510.50452
1/3/2010 6:00,7824.748015,1346.547063,1253.881608,891.3247573,11794.84979,2325.518565,4854.735934,1076.656135,31368.26186
1/3/2010 7:00,8080.474496,1402.129087,1257.217902,881.940353,12223.91675,2390.453629,5056.589706,1116.579175,32409.3011
1/3/2010 8:00,8358.413271,1458.79299,1271.196444,909.4536747,12595.39136,2479.356815,5257.488116,1154.144858,33484.23752
1/3/2010 9:00,8467.750896,1518.299669,1312.094104,987.5832541,12989.62627,2545.997187,5471.535459,1215.215519,34508.10236
1/3/2010 10:00,8846.978566,1490.03019,1312.17915,1042.451145,13122.0193,2655.673266,5654.884048,1222.601775,35346.81744
1/3/2010 11:00,9014.503616,1427.432649,1301.849776,1012.408573,13127.94794,2639.996673,5732.159131,1206.903051,35463.20141
1/3/2010 12:00,9135.267327,1330.963043,1264.683088,995.5296687,12923.22805,2508.217641,5733.051317,1168.591558,35059.5317
1/3/2010 13:00,8995.267682,1295.7162,1248.240979,986.4368072,12689.61791,2490.114466,5678.698373,1127.807505,34511.89993
1/3/2010 14:00,8850.748056,1268.566547,1223.297126,964.6694531,12274.02277,2407.111358,5574.389004,1099.248137,33662.05245
1/3/2010 15:00,8679.087157,1215.908743,1211.726369,957.9182718,12105.93202,2383.355333,5497.230022,1077.114355,33128.27227
1/3/2010 16:00,8703.553666,1195.496015,1186.841856,942.3155875,12081.90535,2409.397493,5453.459103,1054.544197,33027.51327
1/3/2010 17:00,8892.02291,1223.161043,1180.879427,947.6832991,12306.14278,2484.140978,5512.175152,1050.521772,33596.72737
1/3/2010 18:00,9419.309048,1299.844042,1197.074386,1011.823213,13158.48945,2618.072111,5858.348411,1099.406208,35662.36687
1/3/2010 19:00,9759.973196,1372.379301,1268.881142,1051.673553,14069.11042,2857.843992,6287.685157,1194.317303,37861.86406
1/3/2010 20:00,9864.400283,1391.824868,1307.763353,1043.355176,14237.49132,2921.139724,6393.883437,1206.263638,38366.1218
1/3/2010 21:00,9674.162164,1414.519107,1330.015708,1038.780244,14216.47357,2937.957897,6264.450466,1196.062589,38072.42174
1/3/2010 22:00,9437.502656,1392.304685,1323.844457,1013.830727,13872.19706,2837.53053,6043.48658,1185.64642,37106.34312
1/3/2010 23:00,8846.172273,1333.919633,1315.165865,969.7939274,13365.77061,2662.422189,5648.63603,1179.375036,35321.25556
1/4/2010 0:00,8467.6579,1273.49913,1295.75617,937.62412,12718.7599,2367.0125,5297.78527,1127.47796,33485.57295
1/4/2010 1:00,8134.035764,1230.050948,1257.850946,902.9109284,12302.00098,2357.611914,5077.840052,1079.490687,32341.79222
1/4/2010 2:00,7941.513981,1217.260924,1255.930198,915.2573146,12264.85182,2242.846659,5048.174215,1081.281516,31967.11663
1/4/2010 3:00,7795.04784,1220.144137,1266.134274,916.549402,12435.98573,2207.471233,5080.018962,1097.869318,32019.22089
1/4/2010 4:00,7843.02939,1266.095593,1273.700512,933.9528184,12757.53639,2170.066055,5217.554451,1116.460047,32578.39525
1/4/2010 5:00,8230.015017,1332.783072,1292.796059,948.5006834,13280.75427,2287.272518,5547.219358,1144.259113,34063.60009
1/4/2010 6:00,8886.791153,1451.397,1356.341843,1012.77436,14541.88727,2557.783773,6150.520153,1239.666919,37197.16247
1/4/2010 7:00,9800.722511,1633.077665,1423.821726,1123.996987,16283.08668,2895.607802,7072.398498,1349.847093,41582.55897
1/4/2010 8:00,10289.82846,1673.50691,1472.39535,1132.25876,17203.94134,2927.228164,7420.388381,1418.847294,43538.39466
1/4/2010 9:00,10407.33728,1615.303214,1446.556612,1139.867704,16869.86843,2942.965088,7274.608463,1406.583447,43103.09024
1/4/2010 10:00,10818.477,1635.459355,1421.70625,1122.119556,16458.87898,2962.312969,7068.693431,1377.379769,42865.02731
1/4/2010 11:00,10810.68308,1625.388746,1409.779042,1111.813177,16229.12532,2922.265701,6895.976531,1362.334212,42367.36581
1/4/2010 12:00,10759.73535,1551.084417,1368.393467,1071.351041,15608.98065,2848.554402,6606.653449,1284.84902,41099.6018
1/4/2010 13:00,10722.31491,1479.763681,1319.91836,1019.162009,14732.92389,2812.42439,6334.953035,1206.299683,39627.75995
1/4/2010 14:00,10574.45275,1443.717172,1276.42457,982.6830832,14129.99535,2619.606966,6057.043953,1131.772744,38215.69659
1/4/2010 15:00,10273.567,1387.60307,1219.112727,946.6395303,13598.5568,2608.890751,5812.242763,1101.111321,36947.72396
1/4/2010 16:00,10193.28239,1375.938937,1183.142879,941.7500967,13271.5693,2501.902365,5716.15803,1090.095729,36273.83973
1/4/2010 17:00,10174.81649,1425.18022,1203.738066,961.644489,13411.64373,2575.33178,5758.228717,1095.638242,36606.22173
1/4/2010 18:00,10764.4097,1545.51666,1236.666222,1047.796684,14799.89491,2699.884594,6269.002668,1167.283883,39530.45533
1/4/2010 19:00,11580.49887,1719.203982,1329.211931,1123.364269,16319.2236,3136.75596,7080.67357,1303.992622,43592.92481
1/4/2010 20:00,11620.25246,1729.635791,1377.398035,1118.80339,16615.17662,3296.618239,7284.968077,1346.470101,44389.32271
1/4/2010 21:00,11296.77094,1724.237544,1409.272881,1127.375455,16819.66493,3395.941506,7332.023998,1368.345303,44473.63256
1/4/2010 22:00,10932.67145,1710.023674,1400.126457,1098.801212,16394.49638,3341.82898,7199.790262,1389.665942,43467.40436
1/4/2010 23:00,10375.80086,1651.102599,1345.218689,1051.772383,15478.78166,3196.049297,6796.044771,1331.382782,41226.15304
1/5/2010 0:00,9906.2604,1551.6866,1278.94922,984.96885,14708.9342,2968.689,6433.96294,1273.2114,39106.66261
1/5/2010 1:00,9462.119847,1525.779754,1276.036782,989.4398462,14304.13997,2868.620795,6235.946934,1233.978094,37896.06202
1/5/2010 2:00,9330.763396,1555.09822,1272.818526,987.3676263,14189.8788,2793.658319,6267.180497,1245.46961,37642.23499
1/5/2010 3:00,9275.220894,1585.822636,1287.366566,995.924117,14404.49132,2775.525507,6348.540193,1267.477535,37940.36877
1/5/2010 4:00,9393.996602,1589.050969,1300.065716,1012.076541,14790.7604,2764.586033,6477.552386,1292.037352,38620.126
1/5/2010 5:00,9798.737724,1654.914233,1307.351249,1026.09067,15255.25485,2925.651946,6783.570807,1329.559187,40081.13067
1/5/2010 6:00,10615.04111,1784.076748,1365.307959,1099.175454,16362.93976,3188.861658,7412.148036,1408.117584,43235.66831
1/5/2010 7:00,11724.69381,1980.67957,1410.04734,1223.820438,18092.93264,3557.307723,8318.253677,1513.77921,47821.51441
1/5/2010 8:00,12047.61676,1995.012987,1443.457083,1223.52296,18747.48525,3587.538558,8501.960038,1573.763614,49120.35725
1/5/2010 9:00,11930.85138,1827.191534,1396.539737,1186.93093,17738.00804,3441.862808,8073.740107,1492.627111,47087.75165
