Hour_End,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,ERCOT
1/1/2011 1:00,7242.844978,919.318501,1273.185354,762.1818376,10038.70186,2033.434272,4448.833193,943.9434874,27662.44348
1/1/2011 2:00,7028.298944,906.6801461,1273.258677,762.6440827,9982.84546,1964.750313,4401.280885,930.2862069,27250.04472
1/1/2011 3:00,6870.407297,877.9683373,1272.137325,763.8435517,9870.152864,1885.766434,4320.90986,922.0404116,26783.22608
1/1/2011 4:00,6795.107575,863.6838353,1275.681005,775.3527563,9962.356063,1822.641403,4255.834185,925.8116677,26676.46849
1/1/2011 5:00,6758.472347,888.9348176,1279.74046,788.2516729,10157.36664,1816.829635,4241.214054,937.9929148,26868.80254
1/1/2011 6:00,6866.023825,912.9421297,1299.121668,818.2789711,10571.08901,1860.165636,4337.100319,976.0335043,27640.75506
1/1/2011 7:00,7146.59635,955.4643161,1283.883936,836.6203681,11134.58297,1910.685279,4487.948626,1013.097028,28768.87887
1/1/2011 8:00,7341.066936,977.7761397,1285.502063,840.0180232,11530.56558,1955.457082,4604.506858,1045.642428,29580.53511
1/1/2011 9:00,7552.407427,1041.363625,1288.990046,845.9599716,11866.93595,2077.946239,4699.169812,1082.087198,30454.86027
1/1/2011 10:00,7716.584101,1098.972772,1309.499987,889.5804,12180.00406,2175.706608,4809.583868,1101.843927,31281.77572
1/1/2011 11:00,7939.593111,1118.528369,1319.987556,871.9180312,12228.63551,2218.079821,4859.015119,1096.179981,31651.9375
1/1/2011 12:00,7997.524961,1109.306535,1326.243988,853.1293293,12144.73371,2236.981693,4837.743679,1060.963099,31566.62699
1/1/2011 13:00,7978.490005,1070.980907,1296.943854,834.2373026,11737.15019,2248.727048,4753.797569,1011.491971,30931.81885
1/1/2011 14:00,7827.649066,1036.16384,1266.240227,801.8496525,11156.14499,2214.671555,4612.043606,953.1499682,29867.9129
1/1/2011 15:00,7783.054955,1008.946076,1222.138512,764.3931612,10715.19897,2152.162199,4493.115521,917.5502094,29056.55961
1/1/2011 16:00,7696.081008,988.3419891,1201.383452,756.6869437,10452.21806,2158.192101,4426.640702,908.1457014,28587.68996
1/1/2011 17:00,7671.453827,1022.59441,1193.928661,761.3829058,10626.90838,2139.73707,4446.58977,921.3918833,28783.98691
1/1/2011 18:00,8051.606567,1119.304912,1233.944932,821.5646895,11663.47505,2174.556953,4745.745101,959.8944853,30770.09269
