Hour Ending,COAST,EAST,FWEST,NORTH,NCENT,SOUTH,SCENT,WEST,ERCOT
7/26/2017 0:00,13671.62999,1613.858734,2451.18683,940.744577,15642.60429,3754.901925,7825.187949,1259.711036,47159.82533
7/26/2017 1:00,12983.76313,1534.670693,2390.146597,897.044568,14783.39597,3553.928517,7306.806256,1205.51348,44655.26921
7/26/2017 2:00,12460.30073,1456.697334,2361.144399,865.978263,14110.15381,3394.149113,6921.216736,1171.601783,42741.24217
7/26/2017 3:00,12076.65547,1411.34976,2341.12229,841.15062,13636.66284,3273.801127,6648.390611,1143.491871,41372.62459
7/26/2017 4:00,12062.32111,1383.415526,2330.658715,829.939246,13445.58823,3204.66672,6531.007472,1119.635934,40907.23296
7/26/2017 5:00,12448.61156,1417.474676,2345.669258,842.630764,13676.15969,3244.265812,6646.125564,1122.12534,41743.06267
7/26/2017 6:00,12833.83055,1464.337217,2379.142566,865.099496,14189.42447,3373.633465,6988.885817,1154.177648,43248.53122
7/26/2017 7:00,13102.19111,1525.430702,2392.757234,888.787998,14535.71721,3425.790709,7150.538245,1182.745984,44203.95919
7/26/2017 8:00,13837.28067,1645.460331,2453.626362,950.7144,15470.06285,3694.33792,7503.992801,1249.38078,46804.85611
7/26/2017 9:00,14892.40184,1760.576212,2549.346874,1026.135612,16778.74944,4045.863508,8098.262062,1340.593729,50491.92928
7/26/2017 10:00,15963.05088,1925.699156,2632.623926,1108.030813,18234.43872,4410.799107,8741.462941,1429.789175,54445.89472
7/26/2017 11:00,17054.39721,2053.034924,2717.466415,1186.842866,19550.31171,4759.992147,9388.460156,1515.138898,58225.64432
7/26/2017 12:00,18015.99272,2169.830181,2802.667565,1249.824477,20775.85432,5017.933785,10042.82372,1596.519393,61671.44616
7/26/2017 13:00,18852.94714,2274.945213,2889.424927,1308.175784,21844.34676,5101.866487,10655.72404,1681.780677,64609.21103
7/26/2017 14:00,19287.03535,2349.007027,2960.189606,1348.998932,22624.52535,5062.073074,11148.661,1750.434058,66530.9244
7/26/2017 15:00,19324.95361,2388.395264,2998.261475,1370.011194,23199.5524,5045.03573,11519.27118,1797.727259,67643.20812
7/26/2017 16:00,19007.5873,2388.943289,3011.437585,1375.843989,23524.28473,5050.074639,11696.69794,1827.939455,67882.80892
7/26/2017 17:00,18735.20036,2314.089028,3007.118251,1364.20898,23517.83214,4999.637837,11761.05283,1821.316828,67520.45626
7/26/2017 18:00,18156.42951,2271.581737,2993.036894,1343.013567,23004.16533,4851.868062,11401.62334,1798.483403,65820.20184
7/26/2017 19:00,17455.06645,2163.46749,2941.190089,1295.716177,22078.50115,4669.8554,10805.37252,1734.341749,63143.51102
7/26/2017 20:00,16963.7021,2065.59648,2864.339612,1241.71077,21074.31247,4555.653838,10164.32858,1652.618433,60582.26228
7/26/2017 21:00,16386.5105,1973.409557,2820.180231,1195.396973,20224.66391,4476.332496,9725.006631,1594.56894,58396.06923
7/26/2017 22:00,15332.3313,1832.403995,2722.787469,1109.293281,18695.90963,4223.991607,8994.435649,1488.849234,54400.00216
7/26/2017 23:00,14267.06481,1682.256609,2603.305733,1032.979171,17220.1673,3930.802483,8183.904185,1371.661868,50292.14216
7/27/2017 0:00,13342.71071,1554.978665,2505.015868,981.655963,15978.15964,3665.772399,7483.114076,1274.650534,46786.05785
7/27/2017 1:00,12661.99989,1505.420516,2435.339054,931.017508,15025.01744,3456.077511,6962.798959,1215.696628,44193.36751
7/27/2017 2:00,12182.84249,1455.666575,2385.826949,898.821266,14301.02044,3296.858739,6583.441628,1172.115038,42276.59313
7/27/2017 3:00,11873.07532,1434.400467,2361.974743,872.861178,13783.10103,3185.477697,6313.10908,1136.656413,40960.65593
7/27/2017 4:00,11819.40888,1408.301361,2344.52909,861.684588,13570.30825,3125.257973,6196.071128,1115.124302,40440.68557
7/27/2017 5:00,12141.15788,1411.410151,2351.31058,867.315043,13804.7614,3170.995027,6311.134796,1116.035694,41174.12057
7/27/2017 6:00,12514.37728,1470.374938,2374.161114,886.542287,14161.01069,3301.50813,6596.795099,1142.90667,42447.67621
7/27/2017 7:00,12856.42834,1517.980854,2370.272447,909.91752,14513.02484,3359.816608,6780.806355,1156.194901,43464.44186
7/27/2017 8:00,13775.77352,1629.389041,2434.006312,967.166968,15507.89351,3617.903531,7235.692206,1218.528779,46386.35387
7/27/2017 9:00,14904.01347,1761.612762,2521.532713,1033.006286,16779.48564,3988.978797,7898.784854,1305.885363,50193.29989
7/27/2017 10:00,16058.70127,1900.429539,2629.760697,1111.162699,18235.10226,4354.094675,8591.779793,1393.163585,54274.19451
7/27/2017 11:00,17105.79111,2036.977493,2733.250264,1180.382392,19600.70434,4694.063744,9291.997849,1507.042796,58150.20999
7/27/2017 12:00,18013.36512,2146.105201,2823.860605,1254.529547,20909.00357,4988.071481,9961.245119,1600.863326,61697.04397
7/27/2017 13:00,18899.0525,2261.89037,2928.100252,1327.99888,22107.46996,5239.93419,10576.49943,1688.794471,65029.74005
7/27/2017 14:00,19440.39139,2315.429612,2991.377257,1370.749976,23002.80567,5400.852042,11096.35295,1766.429736,67384.38863
7/27/2017 15:00,19528.38696,2374.106314,3026.02871,1392.569713,23568.2295,5415.301985,11374.78294,1812.405579,68491.8117
7/27/2017 16:00,19181.97152,2367.999732,3044.463554,1386.937352,23902.92482,5409.719739,11508.57486,1830.825198,68633.41678
7/27/2017 17:00,18889.28903,2333.926588,3031.464063,1367.332657,23886.61928,5341.434605,11679.74669,1822.831309,68352.64423
7/27/2017 18:00,18484.58287,2292.162586,3014.589783,1343.704107,23380.18475,5209.173517,11634.76127,1798.470005,67157.62889
7/27/2017 19:00,18003.11899,2220.370337,2980.579699,1299.236355,22380.72424,5021.33215,11247.04156,1735.618925,64888.02225
7/27/2017 20:00,17435.00238,2126.848951,2888.50524,1246.700831,21378.04271,4862.020565,10792.33153,1659.816334,62389.26854
7/27/2017 21:00,16844.20595,2064.520186,2844.314176,1198.423697,20435.01136,4755.676654,10419.75017,1598.887615,60160.78981
7/27/2017 22:00,15816.51731,1919.569883,2743.436686,1110.587064,18854.3591,4473.137849,9611.359703,1494.962115,56023.92971
7/27/2017 23:00,14686.7676,1771.28695,2616.782141,1027.117571,17169.63777,4141.666283,8711.420601,1380.130318,51504.80923
7/28/2017 0:00,13653.01243,1634.857126,2512.11194,957.316159,15849.15555,3833.24745,7943.309679,1297.231827,47680.24216
7/28/2017 1:00,12956.48101,1541.248691,2440.925036,912.505444,14883.63875,3613.543848,7327.678757,1228.306025,44904.32756
7/28/2017 2:00,12468.9117,1476.834015,2386.622771,879.104679,14179.00328,3440.949566,6871.849172,1181.18599,42884.46117
7/28/2017 3:00,12191.99787,1402.712876,2357.787408,865.625733,13772.7675,3326.360996,6542.650931,1149.089103,41608.99241
7/28/2017 4:00,12104.67692,1417.001746,2335.514151,852.651732,13640.40303,3255.407408,6385.720781,1123.807932,41115.18371
7/28/2017 5:00,12343.35994,1443.397913,2338.522087,859.217881,13900.15868,3265.467586,6472.473271,1125.638727,41748.23609
7/28/2017 6:00,12651.52995,1484.826739,2365.878663,880.444951,14401.1514,3366.514203,6734.08459,1154.052259,43038.48275
7/28/2017 7:00,12905.77004,1539.081381,2369.284926,896.272001,14612.34508,3397.315256,6865.71519,1174.587734,43760.3716
7/28/2017 8:00,13781.65352,1633.886727,2434.197206,942.480597,15266.39811,3642.742331,7317.135757,1248.623468,46267.11771
7/28/2017 9:00,14948.88694,1772.812827,2544.202104,1011.50077,16494.27436,3994.789045,7924.221254,1334.795819,50025.48311
7/28/2017 10:00,16210.74058,1901.920588,2648.636901,1107.548507,18042.34524,4392.080827,8636.631589,1441.183665,54381.0879
7/28/2017 11:00,17294.66643,2056.893877,2757.981997,1189.235229,19550.73759,4751.041671,9374.924862,1549.102115,58524.58376
7/28/2017 12:00,18215.1209,2163.573704,2852.53078,1262.970667,21120.24141,5053.050853,10045.12164,1653.475939,62366.08588
7/28/2017 13:00,19053.87669,2282.349066,2930.233664,1324.804629,22587.05984,5302.127342,10652.59846,1740.443431,65873.49313
7/28/2017 14:00,19555.55855,2371.284957,2984.419205,1368.183215,23651.71863,5476.495856,11075.71382,1804.022394,68287.39663
7/28/2017 15:00,19455.83228,2394.587383,2982.015347,1381.303856,24096.05905,5496.754246,11365.15834,1835.409245,69007.11974
7/28/2017 16:00,19534.3016,2415.876696,2990.623547,1387.065119,24293.55032,5485.834313,11529.12003,1859.868135,69496.23976
7/28/2017 17:00,19408.4057,2391.124931,2971.041109,1381.754333,24313.21009,5420.101322,11701.71726,1850.685605,69438.04034
7/28/2017 18:00,18996.78929,2369.394462,2956.005773,1360.543768,23812.19522,5301.34576,11684.96367,1827.266268,68308.50421
7/28/2017 19:00,18616.55447,2270.638781,2935.664189,1316.922202,22809.1452,5082.446507,11265.42608,1774.26918,66071.06662
7/28/2017 20:00,18019.79328,2129.392704,2864.150849,1265.119937,21752.97221,4914.657684,10672.04263,1690.287145,63308.41644
7/28/2017 21:00,17410.78529,2044.696667,2817.11519,1218.67659,20737.23225,4788.689203,10153.09228,1617.406949,60787.69442
7/28/2017 22:00,16386.91817,1921.843459,2731.068861,1146.749942,19238.86445,4525.465261,9441.478402,1505.495626,56897.88417
7/28/2017 23:00,15385.7709,1750.431825,2640.725922,1075.571128,17737.75949,4256.557663,8720.480811,1393.302477,52960.60021
7/29/2017 0:00,14369.99201,1700.902275,2554.176615,1005.30999,16236.26733,3973.269083,8034.882739,1296.253306,49171.05334
7/29/2017 1:00,13627.95731,1610.137385,2480.145742,954.772162,15167.11997,3749.058594,7491.353642,1225.59033,46306.13513
7/29/2017 2:00,13026.50121,1545.442483,2420.763939,917.596273,14300.20656,3559.747233,7027.567083,1174.159835,43971.98461
7/29/2017 3:00,12591.82713,1492.631739,2373.960603,886.303213,13656.72375,3417.479233,6690.199084,1134.380119,42243.50488
7/29/2017 4:00,12334.36885,1449.043305,2343.431263,869.677788,13286.20068,3313.038175,6467.95151,1104.032828,41167.7444
7/29/2017 5:00,12276.66967,1437.60209,2325.003099,867.985149,13173.46124,3269.535428,6378.562218,1094.201754,40823.02065
7/29/2017 6:00,12251.75056,1444.942257,2328.749624,867.466243,13193.91319,3267.191098,6368.322828,1095.320934,40817.65674
7/29/2017 7:00,12380.63169,1384.266434,2310.176653,873.058534,13335.78849,3243.281372,6405.24342,1094.26777,41026.71436
7/29/2017 8:00,13323.90362,1454.686369,2380.6674,912.011806,14279.6541,3523.876431,7003.497392,1171.622951,44049.92007
7/29/2017 9:00,14619.74876,1566.11213,2491.530925,978.780373,15746.58887,3894.272338,7776.884944,1277.594732,48351.51307
7/29/2017 10:00,15787.41292,1696.758787,2605.06106,1055.289807,17249.64763,4290.713513,8550.155205,1398.500029,52633.53895
7/29/2017 11:00,16809.22765,1885.670219,2721.044619,1120.841418,18715.73082,4669.507574,9341.264872,1529.285124,56792.5723
7/29/2017 12:00,17681.85428,1967.964576,2814.378052,1181.997797,20101.5129,5000.740899,10115.50415,1650.580033,60514.53268
7/29/2017 13:00,18461.72499,2048.549045,2897.523392,1223.062115,21204.75088,5257.238703,10747.70847,1730.596748,63571.15434
7/29/2017 14:00,19085.6353,2142.912525,2946.664038,1255.681039,22037.47755,5427.845327,11270.7296,1804.639118,65971.58449
7/29/2017 15:00,19471.4255,2181.964721,2981.05211,1273.197287,22728.90112,5524.601532,11669.05315,1864.465109,67694.66053
7/29/2017 16:00,19615.28528,2250.172648,2999.748424,1279.527118,22892.30393,5537.29726,11906.18977,1887.674695,68368.19912
7/29/2017 17:00,19355.0182,2212.12156,2980.26828,1280.803912,22809.92819,5484.823885,11970.20411,1893.674835,67986.84297
7/29/2017 18:00,18758.61498,2199.776123,2944.677433,1252.098157,22219.13203,5333.409441,11812.05414,1865.348978,66385.11128
7/29/2017 19:00,18077.14295,2083.49434,2898.918142,1202.869711,21299.43855,5105.664285,11419.26637,1801.592421,63888.38677
7/29/2017 20:00,17638.66637,2042.637737,2828.082793,1154.410296,20363.02639,4939.579122,10867.55697,1721.802951,61555.76263
7/29/2017 21:00,17033.61168,1961.106318,2773.662387,1112.525235,19558.92511,4795.391839,10364.79249,1651.679672,59251.69474
7/29/2017 22:00,16158.58898,1842.04431,2684.162004,1043.805463,18225.35178,4520.410433,9657.571063,1541.409828,55673.34386
7/29/2017 23:00,15242.27719,1719.424654,2596.711711,970.523312,16812.48596,4244.871691,8951.615607,1432.988988,51970.89911
7/30/2017 0:00,14282.85182,1615.138659,2516.475122,918.331405,15598.44991,3977.59914,8256.890658,1358.638455,48524.37516
7/30/2017 1:00,13531.05097,1533.007555,2454.361547,870.670674,14584.66797,3751.728343,7662.167779,1288.121209,45675.77605
7/30/2017 2:00,12961.0341,1468.371855,2394.431232,836.340474,13812.78801,3560.056355,7156.161904,1223.489998,43412.67393
7/30/2017 3:00,12533.8257,1405.413826,2350.001342,811.31506,13214.75398,3411.409003,6760.284244,1185.003292,41672.00645
7/30/2017 4:00,12266.71964,1366.718616,2317.329483,795.387148,12885.01007,3287.312159,6458.782945,1152.571644,40529.8317
7/30/2017 5:00,12197.95234,1347.832154,2304.673056,787.727112,12719.91574,3221.035598,6295.196327,1133.692085,40008.02441
7/30/2017 6:00,12172.26068,1308.934327,2292.780478,785.889755,12712.26982,3188.368234,6216.133483,1123.024664,39799.66144
7/30/2017 7:00,12197.67607,1284.98969,2275.563342,786.00999,12729.72053,3136.724036,6251.138846,1119.492563,39781.31507
7/30/2017 8:00,12811.41966,1405.062714,2343.409241,827.23412,13510.18457,3364.498581,6837.8034,1188.480874,42288.09316
7/30/2017 9:00,13862.13324,1545.332747,2438.361557,882.659516,14659.39039,3708.904323,7623.571179,1290.030938,46010.38389
7/30/2017 10:00,15060.12995,1649.590483,2566.753458,943.884142,15935.57855,4097.638066,8553.733395,1400.517467,50207.8255
7/30/2017 11:00,16176.89111,1769.500667,2703.553916,997.260576,17179.93872,4493.321011,9480.55938,1522.531461,54323.55683
7/30/2017 12:00,17075.04729,1886.167081,2809.860122,1047.533098,18354.09582,4826.707144,10286.41087,1629.951921,57915.77335
7/30/2017 13:00,17661.76165,1970.463285,2895.070678,1079.089489,19319.83457,5093.438095,10976.60446,1717.782364,60714.04459
7/30/2017 14:00,18042.90086,2032.597313,2957.517881,1114.46305,20096.36429,5291.972241,11469.96508,1770.090595,62775.8713
7/30/2017 15:00,18258.45839,2076.968153,2997.452008,1147.648151,20627.63724,5431.274927,11789.1002,1804.092134,64132.63121
7/30/2017 16:00,18342.17455,2100.95409,2999.760718,1156.614137,20860.29991,5471.581929,11925.63236,1815.517577,64672.53528
7/30/2017 17:00,18265.87035,2097.666802,2972.644148,1160.784455,20864.37912,5403.426884,11849.29651,1794.939908,64409.00817
7/30/2017 18:00,17929.33314,2032.325113,2916.516111,1149.386823,20395.46064,5261.864843,11416.05054,1748.237966,62849.17518
7/30/2017 19:00,17317.25558,1947.827397,2865.878045,1103.756707,19426.34535,5047.786904,10909.1357,1653.119795,60271.10548
7/30/2017 20:00,16859.48757,1857.455019,2811.642244,1054.753462,18458.41068,4911.591982,10595.21339,1592.490057,58141.0444
7/30/2017 21:00,16292.94419,1789.468302,2783.890075,1016.899801,17783.09139,4789.223385,10234.94082,1558.909989,56249.36795
7/30/2017 22:00,15247.32218,1643.46972,2701.297136,944.013369,16398.03892,4506.895064,9568.448905,1468.368604,52477.8539
7/30/2017 23:00,14098.33213,1485.251205,2602.481941,869.955743,14810.11188,4180.851004,8775.394646,1370.728407,48193.10696
7/31/2017 0:00,13097.52865,1356.273223,2534.990709,810.379445,13500.68886,3912.16531,8061.410501,1291.112166,44564.54886
7/31/2017 1:00,12327.49485,1251.064033,2457.075044,768.594877,12527.612,3691.615128,7484.229532,1220.714988,41728.40046
7/31/2017 2:00,11876.12799,1147.328947,2412.467059,740.205527,11962.80345,3541.30085,7066.742424,1170.245308,39917.22156
7/31/2017 3:00,11612.98281,1146.688547,2372.514925,724.195858,11573.46993,3426.942583,6800.292287,1138.545057,38795.63199
7/31/2017 4:00,11601.69214,1149.366746,2372.938516,713.087693,11506.4203,3356.147985,6665.22055,1120.052852,38484.92678
7/31/2017 5:00,11837.3438,1184.429833,2384.909578,728.597661,11854.67849,3388.177958,6853.892438,1126.274579,39358.30434
7/31/2017 6:00,12099.87493,1245.786995,2414.095483,761.424719,12496.37968,3510.361104,7146.627618,1161.005984,40835.55652
7/31/2017 7:00,12284.70045,1306.309643,2405.426277,786.473412,12908.18666,3544.781072,7271.823939,1185.36033,41693.06178
7/31/2017 8:00,13062.09613,1438.958605,2455.148292,838.308577,13750.20151,3769.580468,7550.739737,1230.102168,44095.13549
7/31/2017 9:00,14024.45196,1553.074148,2522.568777,886.282364,14867.74431,4119.144787,8013.373928,1290.978914,47277.61919
7/31/2017 10:00,15078.00862,1692.186814,2607.72753,951.666182,16171.44873,4494.608159,8575.769482,1372.730475,50944.146
7/31/2017 11:00,15988.24795,1833.895239,2675.274137,1024.013087,17479.64343,4849.729155,9145.911589,1462.32199,54459.03657
7/31/2017 12:00,16684.75898,1920.83233,2715.255369,1080.332962,18679.18417,5176.803868,9734.636735,1524.209367,57516.01378
7/31/2017 13:00,17399.87086,2030.202123,2776.80253,1137.482657,19671.17934,5440.908593,10342.48514,1570.353544,60369.28479
7/31/2017 14:00,17987.50148,2106.853084,2845.632272,1165.818117,20418.01078,5597.939459,10811.04578,1613.545793,62546.34677
7/31/2017 15:00,18438.2164,2137.288853,2900.052512,1174.71209,20975.06122,5640.618345,11168.41036,1675.411926,64109.7717
7/31/2017 16:00,18604.33153,2171.547156,2927.450635,1174.144948,21294.6959,5555.553365,11405.05508,1718.785601,64851.56421
7/31/2017 17:00,18368.1199,2126.089015,2923.089522,1152.902275,21258.85828,5399.680532,11411.0239,1717.598655,64357.36207
7/31/2017 18:00,17718.23732,2106.351232,2873.293466,1122.783741,20670.94741,5215.828698,11211.88514,1692.80022,62612.12723
7/31/2017 19:00,16942.24187,1992.111165,2815.899049,1088.255829,19574.61846,5032.65917,10725.42008,1646.137142,59817.34276
7/31/2017 20:00,16371.69546,1904.167949,2758.489639,1045.101993,18613.25686,4927.41748,10237.13777,1578.664246,57435.93139
7/31/2017 21:00,15666.98806,1860.640827,2727.648548,1010.95576,17837.22856,4803.663159,9740.246008,1529.254563,55176.62548
7/31/2017 22:00,14597.18433,1683.358122,2639.322999,943.844309,16320.85993,4499.828398,8871.047586,1426.982611,50982.42828
7/31/2017 23:00,13486.72698,1521.190612,2531.975574,875.549418,14726.86899,4172.629728,7988.462752,1309.886523,46613.29057
8/1/2017 0:00,12588.91866,1427.258514,2448.818789,825.553195,13516.38341,3863.326561,7267.579195,1212.880579,43150.7189
8/1/2017 1:00,11923.38121,1351.951302,2390.15023,788.046286,12697.68675,3631.891907,6757.412532,1152.436386,40692.9566
8/1/2017 2:00,11445.30626,1285.177168,2346.067838,758.419339,12153.82497,3460.406733,6428.549639,1107.255523,38985.00746
8/1/2017 3:00,11174.01597,1242.393786,2295.96461,742.701677,11838.15367,3335.207489,6193.191989,1077.038279,37898.66747
8/1/2017 4:00,11203.96834,1233.213182,2280.288613,742.910241,11863.01413,3267.505667,6071.955313,1062.621727,37725.47721
8/1/2017 5:00,11524.42035,1274.029513,2275.512396,759.805985,12358.25291,3292.230579,6232.999985,1078.218535,38795.47025
8/1/2017 6:00,12001.48811,1343.238652,2299.693286,801.233034,13131.28827,3422.628309,6547.027891,1123.091783,40669.68933
8/1/2017 7:00,12269.1483,1402.421287,2322.565845,824.845286,13488.88125,3459.632264,6707.694749,1155.508958,41630.69794
8/1/2017 8:00,13032.03391,1511.608056,2341.821823,861.545606,14208.78903,3690.264807,7162.495275,1193.952753,44002.51126
8/1/2017 9:00,14130.26071,1636.76174,2367.88788,903.844869,15445.84542,4027.671582,7764.070167,1249.503981,47525.84636
8/1/2017 10:00,15368.48956,1795.975847,2421.050435,946.489221,16927.67242,4401.466889,8418.988431,1309.671107,51589.80392
8/1/2017 11:00,16379.19547,1936.427183,2476.592497,989.111419,18106.04788,4752.027782,9071.272197,1380.925773,55091.6002
8/1/2017 12:00,17194.67689,2037.357454,2500.095795,1024.392886,18744.77442,5051.080288,9743.581681,1431.952589,57727.91201
8/1/2017 13:00,17879.91988,2097.5947,2564.325339,1049.161622,19187.14694,5271.164637,10332.58453,1475.474534,59857.37218
8/1/2017 14:00,18392.57697,2110.607504,2627.315909,1065.92547,19471.04939,5427.433709,10799.28255,1511.947452,61406.13895
8/1/2017 15:00,18615.32503,2149.47093,2670.773918,1057.296092,19477.1411,5507.90792,11145.98143,1531.329714,62155.22614
8/1/2017 16:00,18581.22053,2161.817843,2715.500329,1022.641732,19341.68165,5540.954471,11339.39635,1529.518931,62232.73184
8/1/2017 17:00,18346.51687,2121.609243,2685.153499,984.267712,18938.41049,5454.720716,11324.79729,1504.806439,61360.28226
8/1/2017 18:00,17619.89631,2123.798231,2641.830091,952.205243,18294.80835,5259.56521,11083.16257,1467.478099,59442.74411
8/1/2017 19:00,16949.8152,2036.932133,2596.28241,924.295923,17675.35997,5044.153173,10638.99127,1429.519492,57295.34957
8/1/2017 20:00,16601.16745,1997.217781,2546.368003,913.13064,17344.27423,4911.086491,10257.99079,1396.366841,55967.60223
8/1/2017 21:00,16043.20943,1914.616785,2524.652693,899.593108,16812.97238,4773.908227,9897.20086,1370.25196,54236.40545
8/1/2017 22:00,15087.73576,1788.025849,2450.09271,855.311174,15618.11825,4472.955213,9151.814478,1295.86438,50719.91781
8/1/2017 23:00,14054.91398,1637.034304,2367.318317,805.972551,14224.00544,4140.407672,8402.121644,1206.082605,46837.85651
8/2/2017 0:00,13204.35293,1530.203539,2280.949432,760.49657,13058.06508,3842.776568,7776.780312,1110.681529,43564.30595
8/2/2017 1:00,12519.84495,1453.735362,2240.286122,736.24182,12281.5547,3603.286256,7277.51425,1063.540625,41176.00408
8/2/2017 2:00,12074.98168,1394.133947,2226.437557,718.554264,11778.03355,3431.73755,6885.151481,1033.274649,39542.30467
8/2/2017 3:00,11839.99683,1347.154531,2218.156863,706.221616,11508.29082,3312.570281,6617.624663,1023.254757,38573.27036
8/2/2017 4:00,11867.72204,1341.388668,2222.472096,702.305815,11544.96641,3256.374624,6515.947519,1028.957527,38480.13469
8/2/2017 5:00,12313.67324,1307.127469,2259.571023,725.066171,12038.44003,3307.599848,6685.622682,1049.907541,39687.008
8/2/2017 6:00,12836.94234,1375.666293,2311.119588,763.709442,12826.58642,3432.511025,7036.060055,1107.592727,41690.18789
8/2/2017 7:00,13020.27206,1418.808173,2323.685528,786.405608,13213.8179,3460.154819,7157.951078,1138.567041,42519.66221
8/2/2017 8:00,13736.45269,1459.544328,2351.685543,816.495398,13575.96754,3689.875024,7346.813968,1161.057679,44137.89217
8/2/2017 9:00,14720.28775,1512.475912,2409.622597,841.33598,14005.76523,4022.843612,7696.25147,1203.562455,46412.145
8/2/2017 10:00,15619.04536,1569.306312,2472.010764,865.66012,14439.80939,4409.536796,8258.279071,1229.605173,48863.25299
8/2/2017 11:00,16118.41345,1620.246294,2529.779564,889.989381,14730.70193,4794.626305,8791.498216,1253.01215,50728.26729
8/2/2017 12:00,16374.90459,1667.523663,2575.603231,923.010468,14940.09609,5101.532398,9161.059432,1270.310987,52014.04086
8/2/2017 13:00,16179.25271,1675.047283,2644.708689,967.135662,15101.02858,5347.983658,9424.377256,1320.828164,52660.362
8/2/2017 14:00,15592.96026,1663.50146,2715.278997,998.720693,15160.51323,5526.787854,9607.870487,1380.080714,52645.71369
8/2/2017 15:00,15054.27425,1661.522984,2728.741515,1016.225237,15306.80602,5617.798174,9709.678994,1420.757343,52515.80452
8/2/2017 16:00,14586.52922,1653.723284,2742.970822,1036.733913,15517.3369,5616.373338,9775.559735,1428.850716,52358.07793
8/2/2017 17:00,14078.89266,1640.44387,2723.640032,1047.761369,15777.11498,5525.271449,9614.680456,1411.981452,51819.78627
8/2/2017 18:00,13675.81848,1621.504247,2717.703503,1042.172248,15798.26295,5349.415878,9234.908109,1392.886295,50832.67171
8/2/2017 19:00,13516.29752,1578.651659,2685.803287,1017.55698,15511.798,5110.35102,8797.760903,1348.996671,49567.21604
8/2/2017 20:00,13631.87529,1571.733969,2623.731025,986.545801,15391.67525,4984.20258,8561.094145,1313.755744,49064.6138
8/2/2017 21:00,13407.32065,1551.750379,2593.2685,960.44966,15138.27098,4835.394033,8341.188587,1294.798579,48122.44137
8/2/2017 22:00,12820.67213,1459.731519,2527.532689,893.380191,14194.05875,4553.165807,7788.497378,1233.043534,45470.08199
8/2/2017 23:00,12101.061,1358.629663,2433.758719,826.803018,13021.72418,4231.339317,7105.988225,1158.456577,42237.7607
8/3/2017 0:00,11460.02982,1262.044273,2340.661464,775.745294,12079.66622,3937.227523,6607.697293,1103.36145,39566.43334
8/3/2017 1:00,11071.95279,1203.766206,2291.835298,742.318993,11421.21435,3730.764196,6249.933981,1065.983817,37777.76962
8/3/2017 2:00,10830.90231,1169.907301,2259.037379,722.989671,10974.92465,3583.351165,6031.725636,1042.503171,36615.34128
8/3/2017 3:00,10734.96775,1151.514378,2248.937274,704.07417,10780.0316,3486.906918,5881.770079,1026.844695,36015.04686
8/3/2017 4:00,10852.63695,1159.792734,2241.804274,698.722732,10843.4521,3434.783805,5845.9825,1021.673983,36098.84908
8/3/2017 5:00,11336.13198,1196.717266,2257.834303,717.893239,11349.54628,3461.478632,6078.487054,1036.583798,37434.67255
8/3/2017 6:00,11965.43703,1278.229893,2308.114844,752.675966,12153.67527,3597.929923,6498.474155,1082.966201,39637.50328
8/3/2017 7:00,12218.62729,1327.964687,2314.701183,775.443727,12581.74584,3605.076239,6670.638376,1110.07502,40604.27236
8/3/2017 8:00,12491.50329,1395.849153,2355.880153,819.138414,13280.50652,3768.347203,6868.681547,1161.038316,42140.9446
8/3/2017 9:00,12858.90805,1473.992589,2441.532616,872.42777,14251.39619,4017.336507,7156.505605,1224.726804,44296.82613
8/3/2017 10:00,13423.20002,1558.937215,2522.048374,942.169387,15346.55149,4305.614698,7648.844673,1304.566222,47051.93208
8/3/2017 11:00,14165.20739,1654.049521,2604.075986,1022.893935,16482.35718,4560.962135,8131.385279,1374.445723,49995.37715
8/3/2017 12:00,15121.11114,1757.562439,2675.660343,1089.056935,17580.15498,4727.364555,8717.802867,1456.206139,53124.9194
8/3/2017 13:00,16006.57108,1899.867881,2749.744015,1149.123919,18605.11354,4880.697541,9301.202688,1537.362224,56129.68289
8/3/2017 14:00,16628.11825,1959.882583,2814.61556,1191.1045,19522.87112,5032.569967,9754.91883,1612.836689,58516.9175
8/3/2017 15:00,16964.07447,1975.979236,2843.586459,1219.770161,20229.27665,4999.96167,10067.38726,1662.459991,59962.4959
8/3/2017 16:00,17132.62589,1983.40913,2873.412116,1232.999755,20687.39541,4874.586288,10121.62813,1683.68467,60589.74139
8/3/2017 17:00,17232.3662,2027.3694,2844.430008,1226.763043,20726.37584,4676.778105,10111.45959,1677.633137,60523.17532
8/3/2017 18:00,16790.05383,1991.371766,2835.567193,1206.070512,20319.02716,4490.387461,9985.36472,1649.698727,59267.54137
8/3/2017 19:00,16206.08903,1928.407283,2804.586172,1159.898476,19438.2857,4351.992145,9691.735015,1591.716156,57172.70997
8/3/2017 20:00,15824.85671,1877.228913,2721.660848,1105.733141,18583.57567,4325.560355,9346.817161,1522.696524,55308.12932
8/3/2017 21:00,15325.39436,1805.554863,2689.423373,1053.209529,17797.78657,4254.970701,9019.036681,1469.5067,53414.88278
8/3/2017 22:00,14448.3577,1672.111801,2611.204589,971.775114,16406.06865,4057.427066,8312.45832,1371.594951,49850.99819
8/3/2017 23:00,13515.74215,1492.903683,2500.858508,895.097254,14865.8394,3803.817143,7575.885981,1262.39845,45912.54257
