Hour Ending,COAST,EAST,FWEST,NORTH,NCENT,SOUTH,SCENT,WEST,ERCOT
1/1/2017 1:00,"8,791.79",896.75,"1,997.72",683.62,"9,239.15","2,366.63","4,490.78",954.19,"29,420.64"
1/1/2017 2:00,"8,569.71",865.93,"1,997.78",677.97,"9,105.00","2,332.74","4,370.66",951.03,"28,870.81"
1/1/2017 3:00,"8,326.43",839.05,"1,993.70",672,"8,988.04","2,237.51","4,210.65",944.36,"28,211.72"
1/1/2017 4:00,"8,137.50",822.83,"1,995.54",675.27,"8,979.15","2,178.10","4,088.71",943.19,"27,820.29"
1/1/2017 5:00,"8,011.87",814.02,"1,995.25",663.62,"9,033.55","2,133.95","4,021.76",954.94,"27,628.96"
1/1/2017 6:00,"7,978.10",823.42,"1,981.35",669.75,"9,195.16","2,122.02","4,045.30",972.56,"27,787.66"
1/1/2017 7:00,"8,057.12",844.95,"1,983.28",684.49,"9,507.35","2,146.56","4,156.67",993.64,"28,374.06"
1/1/2017 8:00,"8,125.76",874.58,"2,015.31",710.23,"9,881.60","2,137.65","4,286.08","1,019.34","29,050.55"
1/1/2017 9:00,"8,289.16",919.26,"2,008.25",728.17,"10,215.31","2,185.33","4,441.36","1,033.34","29,820.17"
1/1/2017 10:00,"8,646.52",956.21,"2,024.82",727.77,"10,566.14","2,305.30","4,604.24","1,017.39","30,848.39"
1/1/2017 11:00,"8,978.80",967.68,"2,018.11",716.57,"10,712.37","2,434.99","4,684.37",987.11,"31,500.00"
1/1/2017 12:00,"9,315.57",982.3,"2,017.95",702.53,"10,650.56","2,580.52","4,772.02",958.7,"31,980.15"
1/1/2017 13:00,"9,617.40",991.87,"2,015.26",687.07,"10,447.37","2,711.91","4,857.10",944.49,"32,272.47"
1/1/2017 14:00,"9,837.89",991.42,"2,003.09",671.27,"10,139.17","2,812.93","4,936.70",938.31,"32,330.78"
1/1/2017 15:00,"9,957.58",984.59,"2,000.15",655.48,"9,846.55","2,887.16","5,008.46",933.86,"32,273.82"
1/1/2017 16:00,"9,987.94",986.1,"1,993.03",651.88,"9,711.29","2,937.56","5,085.19",935.2,"32,288.18"
1/1/2017 17:00,"9,943.90",992.39,"1,996.43",656.84,"9,691.93","2,944.81","5,158.53",935.86,"32,320.68"
1/1/2017 18:00,"10,181.01","1,046.64","2,010.45",689.52,"10,172.87","2,935.55","5,311.27",951.01,"33,298.33"
1/1/2017 19:00,"10,583.51","1,101.34","2,072.18",722.72,"10,841.28","3,079.74","5,683.43","1,007.21","35,091.41"
1/1/2017 20:00,"10,451.01","1,091.24","2,082.85",717.77,"10,772.99","3,048.98","5,630.11","1,011.36","34,806.31"
1/1/2017 21:00,"10,230.59","1,067.07","2,078.94",707.38,"10,547.20","2,976.88","5,462.09",991.23,"34,061.38"
1/1/2017 22:00,"10,014.83","1,028.18","2,064.67",689.78,"10,255.37","2,897.08","5,245.20",966.24,"33,161.34"
1/1/2017 23:00,"9,667.71",972.07,"2,043.00",658.19,"9,736.22","2,789.27","4,925.26",920.25,"31,711.97"
1/2/2017 0:00,"9,287.70",907.88,"2,025.36",629.61,"9,152.37","2,651.38","4,569.61",884.61,"30,108.53"
1/2/2017 1:00,"8,836.83",860.94,"1,999.53",609.44,"8,568.22","2,496.37","4,252.44",882.15,"28,505.90"
1/2/2017 2:00,"8,588.17",825.61,"2,002.33",595.98,"8,163.60","2,395.27","4,057.97",859.63,"27,488.56"
1/2/2017 3:00,"8,480.78",808.31,"2,006.88",592.78,"7,917.04","2,322.75","3,939.56",851.11,"26,919.20"
1/2/2017 4:00,"8,506.02",806.16,"2,020.30",593.53,"7,850.37","2,288.87","3,917.01",850.29,"26,832.56"
1/2/2017 5:00,"8,644.70",814.8,"2,053.65",605.85,"7,966.76","2,283.87","3,965.03",860.01,"27,194.66"
1/2/2017 6:00,"8,887.00",844.26,"2,070.96",624.76,"8,324.10","2,329.97","4,112.27",894.31,"28,087.62"
1/2/2017 7:00,"9,176.47",892.24,"2,114.55",653.36,"8,843.18","2,437.71","4,348.90",955.47,"29,421.88"
1/2/2017 8:00,"9,323.77",930.93,"2,159.57",681.9,"9,260.58","2,470.54","4,530.61","1,007.58","30,365.47"
1/2/2017 9:00,"9,559.88",965.85,"2,142.81",697.39,"9,647.07","2,558.89","4,733.23","1,018.46","31,323.57"
1/2/2017 10:00,"9,602.69","1,006.96","2,154.65",704.14,"10,050.67","2,740.07","4,997.49","1,022.92","32,279.59"
1/2/2017 11:00,"9,793.86","1,036.12","2,152.66",702.9,"10,354.20","2,955.95","5,224.56","1,019.43","33,239.66"
1/2/2017 12:00,"10,114.71","1,059.88","2,148.33",698.54,"10,522.66","3,158.12","5,359.18","1,003.27","34,064.69"
1/2/2017 13:00,"10,411.55","1,073.82","2,134.81",687.05,"10,553.47","3,309.52","5,409.59",987.08,"34,566.90"
1/2/2017 14:00,"10,689.01","1,087.74","2,125.34",679.78,"10,552.67","3,424.74","5,486.77",983.34,"35,029.39"
1/2/2017 15:00,"10,937.07","1,093.32","2,116.68",674.6,"10,527.73","3,520.31","5,554.63",980.69,"35,405.03"
1/2/2017 16:00,"11,036.95","1,084.86","2,102.75",673.09,"10,538.87","3,552.09","5,615.69",981.58,"35,585.88"
1/2/2017 17:00,"10,931.45","1,085.67","2,101.09",675.05,"10,558.38","3,493.31","5,679.59",983.64,"35,508.17"
1/2/2017 18:00,"10,859.02","1,121.15","2,110.95",709.4,"10,963.29","3,354.29","5,774.19",998.47,"35,890.77"
1/2/2017 19:00,"11,112.06","1,179.02","2,195.89",750.94,"11,631.04","3,383.39","6,100.86","1,058.91","37,412.10"
1/2/2017 20:00,"10,893.92","1,160.04","2,225.08",746.6,"11,517.76","3,306.93","6,003.13","1,067.85","36,921.31"
1/2/2017 21:00,"10,594.16","1,132.78","2,227.69",734.94,"11,226.33","3,173.90","5,801.72","1,052.06","35,943.58"
1/2/2017 22:00,"10,196.74","1,086.19","2,210.55",706.97,"10,766.32","3,018.43","5,495.22","1,027.81","34,508.23"
1/2/2017 23:00,"9,568.08","1,008.90","2,172.23",667.77,"9,983.13","2,827.17","5,077.27",978.75,"32,283.30"
1/3/2017 0:00,"8,935.49",928.88,"2,127.65",631.24,"9,132.16","2,584.82","4,622.99",935.05,"29,898.29"
1/3/2017 1:00,"8,516.59",903.05,"2,076.28",618.6,"8,581.18","2,353.14","4,319.18",901.62,"28,269.64"
1/3/2017 2:00,"8,238.18",881.61,"2,063.20",610.37,"8,237.55","2,218.32","4,140.59",889.44,"27,279.26"
1/3/2017 3:00,"8,102.78",874.08,"2,068.39",609.21,"8,099.93","2,146.36","4,088.06",889.48,"26,878.29"
1/3/2017 4:00,"8,094.30",882.69,"2,074.23",617.25,"8,149.13","2,119.98","4,139.87",899.07,"26,976.52"
1/3/2017 5:00,"8,265.69",903.46,"2,084.53",636.96,"8,438.21","2,140.76","4,294.35",924.03,"27,687.99"
1/3/2017 6:00,"8,816.31",980.23,"2,130.94",683.26,"9,284.60","2,268.58","4,764.25",993.96,"29,922.14"
1/3/2017 7:00,"9,615.55","1,121.68","2,202.92",762.51,"10,676.09","2,534.08","5,494.53","1,115.51","33,522.87"
1/3/2017 8:00,"10,009.76","1,199.55","2,258.44",809.75,"11,425.69","2,651.96","5,840.93","1,176.34","35,372.41"
1/3/2017 9:00,"10,102.29","1,204.97","2,249.83",825.58,"11,512.38","2,669.46","5,778.99","1,158.67","35,502.15"
1/3/2017 10:00,"10,235.29","1,198.00","2,227.20",834.74,"11,649.76","2,721.88","5,624.02","1,127.20","35,618.09"
1/3/2017 11:00,"10,408.94","1,182.09","2,203.08",847.2,"11,898.64","2,796.73","5,550.21","1,090.64","35,977.54"
1/3/2017 12:00,"10,600.82","1,217.16","2,175.90",854.12,"12,032.31","2,887.86","5,485.78","1,058.68","36,312.63"
1/3/2017 13:00,"10,758.74","1,216.52","2,148.40",859.71,"12,215.92","3,026.29","5,456.89","1,052.55","36,735.01"
1/3/2017 14:00,"10,926.66","1,229.78","2,126.60",871.77,"12,371.38","3,196.02","5,502.94","1,040.75","37,265.90"
1/3/2017 15:00,"11,022.60","1,245.35","2,118.96",870.4,"12,480.50","3,317.64","5,525.26","1,022.37","37,603.06"
1/3/2017 16:00,"10,988.86","1,241.72","2,105.89",876.34,"12,634.70","3,357.01","5,573.85","1,018.94","37,797.31"
1/3/2017 17:00,"10,883.79","1,260.56","2,098.81",897.79,"13,093.40","3,319.72","5,605.45","1,031.43","38,190.95"
1/3/2017 18:00,"10,881.97","1,332.61","2,102.28",939.22,"14,062.07","3,215.39","5,682.34","1,063.70","39,279.58"
1/3/2017 19:00,"11,092.76","1,410.07","2,194.20",979.22,"14,949.67","3,299.31","6,100.65","1,150.09","41,175.97"
1/3/2017 20:00,"10,889.13","1,412.62","2,225.96",981.93,"15,038.02","3,233.02","6,039.19","1,170.71","40,990.60"
1/3/2017 21:00,"10,577.16","1,405.41","2,232.73",974.65,"14,923.47","3,117.48","5,909.74","1,175.98","40,316.61"
1/3/2017 22:00,"10,100.14","1,383.35","2,219.10",953.77,"14,501.69","2,964.25","5,660.53","1,156.56","38,939.41"
1/3/2017 23:00,"9,488.80","1,308.54","2,183.88",911.25,"13,663.83","2,761.58","5,311.81","1,116.25","36,745.93"
1/4/2017 0:00,"8,916.94","1,190.79","2,153.07",878.09,"12,871.90","2,522.19","4,941.42","1,074.62","34,549.01"
1/4/2017 1:00,"8,461.96","1,179.51","2,150.72",859.4,"12,556.74","2,305.04","4,706.80","1,046.70","33,266.87"
1/4/2017 2:00,"8,316.48","1,181.02","2,152.24",862.63,"12,521.47","2,192.58","4,669.00","1,051.49","32,946.92"
1/4/2017 3:00,"8,259.58","1,195.41","2,162.18",869.85,"12,679.11","2,142.84","4,643.75","1,065.99","33,018.70"
1/4/2017 4:00,"8,336.28","1,274.48","2,174.45",882.15,"13,006.59","2,119.69","4,784.99","1,085.70","33,664.34"
1/4/2017 5:00,"8,636.57","1,341.89","2,195.72",913.62,"13,626.20","2,159.70","5,122.02","1,123.31","35,119.03"
1/4/2017 6:00,"9,357.08","1,444.01","2,249.25",968.46,"14,732.89","2,314.51","5,741.88","1,188.52","37,996.61"
1/4/2017 7:00,"10,504.78","1,608.21","2,336.41","1,052.92","16,407.68","2,649.34","6,673.89","1,314.94","42,548.16"
1/4/2017 8:00,"10,954.97","1,651.29","2,402.20","1,091.39","17,033.21","2,791.02","7,043.58","1,382.87","44,350.53"
1/4/2017 9:00,"10,943.99","1,689.32","2,395.05","1,079.15","16,753.32","2,808.95","7,012.14","1,383.98","44,065.89"
1/4/2017 10:00,"11,119.80","1,654.59","2,394.90","1,066.90","16,621.29","2,863.62","7,003.29","1,392.97","44,117.37"
1/4/2017 11:00,"11,087.67","1,590.59","2,362.04","1,044.41","16,491.53","2,892.16","6,911.29","1,379.05","43,758.75"
1/4/2017 12:00,"11,015.91","1,597.54","2,310.96","1,016.87","16,129.52","2,897.12","6,857.14","1,336.02","43,161.08"
1/4/2017 13:00,"10,858.32","1,570.03","2,254.41",983.88,"15,627.57","2,868.78","6,716.08","1,283.46","42,162.54"
1/4/2017 14:00,"10,863.92","1,556.12","2,215.91",957.12,"15,311.95","2,836.14","6,552.56","1,218.15","41,511.86"
1/4/2017 15:00,"10,712.96","1,541.93","2,183.02",922.88,"14,717.90","2,806.43","6,314.77","1,141.03","40,340.93"
1/4/2017 16:00,"10,602.89","1,514.93","2,154.48",892.4,"14,028.28","2,790.60","6,228.74","1,101.21","39,313.55"
1/4/2017 17:00,"10,638.28","1,530.48","2,146.57",897.17,"14,056.39","2,820.77","6,334.02","1,107.64","39,531.31"
1/4/2017 18:00,"11,099.44","1,617.68","2,155.66",944.97,"15,104.66","2,942.73","6,798.23","1,133.29","41,796.65"
1/4/2017 19:00,"11,605.89","1,681.00","2,269.76","1,001.14","16,379.27","3,176.62","7,338.23","1,250.97","44,702.88"
1/4/2017 20:00,"11,578.57","1,673.56","2,313.01","1,008.66","16,614.55","3,212.37","7,385.76","1,285.98","45,072.46"
1/4/2017 21:00,"11,416.83","1,645.29","2,322.08","1,011.56","16,544.95","3,198.27","7,320.17","1,302.25","44,761.41"
1/4/2017 22:00,"11,010.92","1,581.73","2,305.76",987.25,"16,060.37","3,101.80","7,069.17","1,275.53","43,392.54"
1/4/2017 23:00,"10,392.63","1,484.00","2,251.78",937.2,"15,049.80","2,922.88","6,614.36","1,213.72","40,866.38"
1/5/2017 0:00,"9,784.50","1,420.72","2,204.78",906.58,"14,223.02","2,687.71","6,133.38","1,158.38","38,519.07"
1/5/2017 1:00,"9,471.97","1,310.98","2,207.56",894.05,"13,679.11","2,545.85","5,812.60","1,122.66","37,044.78"
1/5/2017 2:00,"9,198.32","1,330.23","2,190.11",887.25,"13,471.34","2,439.73","5,581.37","1,108.75","36,207.10"
1/5/2017 3:00,"9,051.12","1,255.15","2,186.92",891.17,"13,393.59","2,388.45","5,427.61","1,108.88","35,702.89"
1/5/2017 4:00,"9,031.14","1,270.87","2,193.17",899.4,"13,484.36","2,355.45","5,390.26","1,108.90","35,733.56"
1/5/2017 5:00,"9,237.88","1,319.36","2,205.51",924.94,"13,882.93","2,370.31","5,489.22","1,127.32","36,557.48"
1/5/2017 6:00,"9,836.49","1,377.09","2,252.04",966.79,"14,854.43","2,512.72","5,944.83","1,194.08","38,938.47"
1/5/2017 7:00,"10,685.20","1,535.14","2,332.72","1,041.98","16,343.88","2,816.57","6,600.15","1,325.30","42,680.94"
1/5/2017 8:00,"10,931.77","1,548.80","2,403.61","1,076.73","16,868.76","2,916.34","6,719.16","1,380.49","43,845.66"
1/5/2017 9:00,"10,841.51","1,533.49","2,383.61","1,069.18","16,417.71","2,854.65","6,442.51","1,344.57","42,887.22"
1/5/2017 10:00,"10,912.84","1,476.63","2,401.21","1,070.09","16,217.11","2,858.09","6,284.48","1,322.26","42,542.70"
1/5/2017 11:00,"10,952.60","1,482.96","2,417.41","1,072.83","16,103.29","2,862.57","6,105.67","1,294.60","42,291.93"
1/5/2017 12:00,"10,920.43","1,448.53","2,410.27","1,071.08","15,936.77","2,866.71","5,869.63","1,255.39","41,778.80"
1/5/2017 13:00,"10,825.06","1,433.94","2,375.75","1,061.60","15,752.99","2,869.37","5,694.59","1,214.00","41,227.29"
1/5/2017 14:00,"10,777.88","1,402.60","2,383.96","1,050.91","15,607.58","2,922.74","5,554.24","1,179.59","40,879.50"
1/5/2017 15:00,"10,692.55","1,392.26","2,387.73","1,048.82","15,495.42","2,968.77","5,451.65","1,167.45","40,604.65"
1/5/2017 16:00,"10,696.19","1,400.61","2,409.18","1,041.29","15,625.47","3,015.08","5,437.66","1,176.14","40,801.63"
1/5/2017 17:00,"10,791.93","1,459.08","2,448.10","1,066.76","16,331.21","3,050.36","5,582.41","1,224.51","41,954.37"
1/5/2017 18:00,"11,130.91","1,574.83","2,489.25","1,109.07","17,508.25","3,041.54","6,067.50","1,285.54","44,206.90"
1/5/2017 19:00,"11,378.80","1,710.57","2,594.68","1,156.11","18,505.11","3,197.97","6,684.31","1,384.06","46,611.63"
1/5/2017 20:00,"11,311.17","1,737.42","2,626.05","1,164.52","18,755.96","3,202.40","6,913.25","1,423.56","47,134.32"
1/5/2017 21:00,"11,194.89","1,744.45","2,640.98","1,163.43","18,847.95","3,157.11","7,075.63","1,439.02","47,263.47"
1/5/2017 22:00,"10,882.18","1,709.94","2,626.10","1,132.54","18,437.56","3,053.33","7,096.41","1,428.47","46,366.53"
1/5/2017 23:00,"10,416.76","1,643.87","2,578.38","1,088.56","17,545.95","2,892.53","6,881.74","1,386.71","44,434.52"
1/6/2017 0:00,"9,959.72","1,569.93","2,542.80","1,055.51","16,854.75","2,674.85","6,656.71","1,355.16","42,669.42"
1/6/2017 1:00,"9,679.48","1,545.04","2,529.00","1,039.86","16,571.15","2,555.52","6,578.14","1,328.53","41,826.70"
1/6/2017 2:00,"9,590.36","1,546.62","2,536.35","1,039.21","16,474.34","2,470.43","6,678.03","1,335.24","41,670.58"
1/6/2017 3:00,"9,569.03","1,548.79","2,543.25","1,041.68","16,501.52","2,429.40","6,819.87","1,348.44","41,801.99"
1/6/2017 4:00,"9,719.96","1,588.42","2,549.43","1,051.83","16,646.24","2,435.70","7,026.39","1,368.25","42,386.22"
1/6/2017 5:00,"10,187.41","1,629.75","2,572.56","1,078.73","17,172.40","2,508.59","7,403.29","1,410.40","43,963.14"
1/6/2017 6:00,"11,051.03","1,707.53","2,631.94","1,129.39","18,198.47","2,729.21","8,121.46","1,483.79","47,052.82"
1/6/2017 7:00,"12,205.39","1,860.93","2,706.99","1,200.87","19,624.47","3,168.10","9,070.18","1,599.56","51,436.48"
1/6/2017 8:00,"12,733.13","1,983.40","2,756.75","1,234.40","20,318.61","3,427.39","9,501.45","1,672.79","53,627.93"
1/6/2017 9:00,"12,863.22","1,998.00","2,726.47","1,237.92","20,254.23","3,520.88","9,501.63","1,674.43","53,776.77"
1/6/2017 10:00,"13,214.58","1,950.12","2,726.49","1,246.83","20,419.37","3,715.04","9,561.06","1,681.62","54,515.11"
1/6/2017 11:00,"13,512.38","1,931.66","2,712.15","1,241.74","20,431.57","3,911.74","9,613.31","1,665.11","55,019.68"
1/6/2017 12:00,"13,620.22","1,945.14","2,666.43","1,232.02","20,232.51","4,049.34","9,540.20","1,631.41","54,917.26"
1/6/2017 13:00,"13,705.46","1,935.71","2,633.75","1,217.29","20,048.71","4,153.43","9,401.58","1,600.90","54,696.82"
1/6/2017 14:00,"13,816.06","1,939.58","2,617.48","1,206.04","20,053.98","4,239.24","9,272.04","1,601.59","54,746.01"
1/6/2017 15:00,"13,876.33","1,945.40","2,613.87","1,192.72","20,114.36","4,307.80","9,183.07","1,598.71","54,832.27"
1/6/2017 16:00,"13,953.41","1,961.64","2,600.88","1,178.54","20,096.25","4,379.33","9,341.84","1,601.90","55,113.80"
1/6/2017 17:00,"14,140.65","2,018.11","2,584.24","1,174.19","20,397.46","4,519.29","9,613.17","1,594.49","56,041.61"
1/6/2017 18:00,"14,571.05","2,075.14","2,583.73","1,193.01","21,089.00","4,726.52","9,988.62","1,611.91","57,838.97"
1/6/2017 19:00,"14,764.67","2,143.46","2,689.18","1,230.70","21,706.86","5,028.68","10,390.82","1,681.70","59,636.07"
1/6/2017 20:00,"14,625.14","2,137.46","2,710.83","1,223.15","21,549.51","5,087.19","10,360.15","1,688.48","59,381.91"
1/6/2017 21:00,"14,522.24","2,145.43","2,712.04","1,217.13","21,253.36","5,077.77","10,318.04","1,683.49","58,929.49"
1/6/2017 22:00,"14,289.24","2,089.74","2,703.91","1,203.50","20,796.38","5,025.76","10,166.96","1,668.66","57,944.15"
1/6/2017 23:00,"13,841.15","2,049.39","2,660.71","1,172.48","20,021.78","4,925.76","9,847.46","1,636.59","56,155.33"
1/7/2017 0:00,"13,502.34","1,955.70","2,639.51","1,152.96","19,420.43","4,826.31","9,577.94","1,613.53","54,688.72"
1/7/2017 1:00,"13,162.37","1,952.81","2,599.86","1,159.88","19,173.16","4,693.84","9,384.26","1,623.02","53,749.20"
1/7/2017 2:00,"12,990.77","1,937.71","2,598.03","1,158.60","19,053.48","4,640.34","9,285.95","1,617.44","53,282.32"
1/7/2017 3:00,"12,955.66","1,916.21","2,602.90","1,168.43","19,051.70","4,659.49","9,267.06","1,621.80","53,243.26"
1/7/2017 4:00,"12,959.53","1,933.72","2,608.56","1,181.48","19,187.32","4,689.13","9,347.64","1,635.12","53,542.50"
1/7/2017 5:00,"13,055.01","2,028.39","2,620.01","1,199.40","19,441.98","4,765.93","9,501.95","1,663.32","54,275.99"
1/7/2017 6:00,"13,274.02","2,053.83","2,644.80","1,225.29","19,954.24","4,922.87","9,798.10","1,706.68","55,579.84"
1/7/2017 7:00,"13,544.08","2,128.72","2,652.63","1,252.99","20,577.88","5,118.94","10,164.20","1,759.16","57,198.60"
1/7/2017 8:00,"13,818.91","2,169.68","2,674.96","1,273.86","21,135.43","5,267.03","10,476.86","1,817.86","58,634.58"
1/7/2017 9:00,"14,001.45","2,144.56","2,667.55","1,265.46","21,096.72","5,333.19","10,467.88","1,815.86","58,792.68"
1/7/2017 10:00,"14,055.04","2,069.80","2,616.38","1,213.04","20,376.90","5,297.26","10,138.21","1,749.54","57,516.18"
1/7/2017 11:00,"13,842.93","2,019.97","2,552.79","1,153.55","19,339.74","5,106.39","9,613.60","1,646.58","55,275.54"
1/7/2017 12:00,"13,432.99","1,911.87","2,485.53","1,097.90","18,201.07","4,827.82","8,973.86","1,538.53","52,469.57"
1/7/2017 13:00,"12,872.71","1,800.26","2,400.79","1,026.58","17,012.12","4,491.25","8,345.59","1,424.39","49,373.68"
1/7/2017 14:00,"12,343.29","1,705.98","2,330.00",965.23,"15,823.65","4,178.85","7,746.42","1,336.12","46,429.54"
1/7/2017 15:00,"11,900.64","1,622.59","2,276.14",916.31,"14,879.03","3,953.75","7,286.78","1,267.35","44,102.59"
1/7/2017 16:00,"11,596.74","1,584.31","2,249.50",885.24,"14,313.73","3,795.59","7,015.28","1,231.15","42,671.55"
1/7/2017 17:00,"11,545.50","1,588.49","2,250.88",885.36,"14,357.12","3,750.27","6,959.49","1,222.98","42,560.08"
1/7/2017 18:00,"12,070.33","1,709.12","2,282.63",934.24,"15,385.05","3,905.99","7,458.17","1,277.03","45,022.58"
1/7/2017 19:00,"12,809.14","1,849.79","2,403.14","1,006.51","16,796.66","4,325.43","8,303.17","1,398.94","48,892.78"
1/7/2017 20:00,"13,060.92","1,910.38","2,465.42","1,029.48","17,303.85","4,523.05","8,622.35","1,452.13","50,367.59"
1/7/2017 21:00,"13,166.73","1,940.35","2,480.41","1,039.26","17,601.83","4,645.45","8,815.08","1,482.59","51,171.70"
1/7/2017 22:00,"13,092.46","1,920.29","2,495.05","1,037.76","17,600.22","4,697.04","8,843.99","1,489.46","51,176.25"
1/7/2017 23:00,"12,859.76","1,902.55","2,474.69","1,022.97","17,327.29","4,696.99","8,733.35","1,473.66","50,491.27"
1/8/2017 0:00,"12,612.76","1,873.55","2,436.63","1,006.06","17,053.54","4,656.27","8,582.46","1,460.68","49,681.95"
1/8/2017 1:00,"12,411.79","1,757.14","2,432.82","1,005.49","16,774.34","4,589.10","8,522.27","1,472.92","48,965.86"
1/8/2017 2:00,"12,254.67","1,764.37","2,437.08","1,007.98","16,687.47","4,558.71","8,536.77","1,474.21","48,721.25"
1/8/2017 3:00,"12,191.74","1,776.43","2,428.57","1,012.43","16,700.61","4,533.51","8,602.84","1,480.41","48,726.55"
1/8/2017 4:00,"12,200.48","1,798.63","2,416.99","1,020.20","16,817.90","4,548.12","8,712.41","1,489.78","49,004.51"
1/8/2017 5:00,"12,332.83","1,828.29","2,420.95","1,032.86","17,098.11","4,605.30","8,907.61","1,506.06","49,732.00"
1/8/2017 6:00,"12,541.19","1,884.02","2,422.49","1,052.31","17,526.25","4,700.51","9,166.00","1,542.54","50,835.30"
1/8/2017 7:00,"12,858.94","1,947.15","2,437.93","1,075.51","18,084.77","4,825.06","9,497.11","1,589.70","52,316.19"
1/8/2017 8:00,"13,016.72","1,997.53","2,462.16","1,101.67","18,549.37","4,893.67","9,787.62","1,636.69","53,445.44"
1/8/2017 9:00,"12,945.71","1,966.51","2,446.67","1,104.50","18,447.70","4,862.81","9,644.03","1,621.48","53,039.42"
1/8/2017 10:00,"12,715.50","1,851.23","2,435.44","1,066.79","17,725.28","4,686.98","9,063.57","1,544.64","51,089.44"
1/8/2017 11:00,"12,424.82","1,706.48","2,388.32","1,013.58","16,811.22","4,461.69","8,457.33","1,462.77","48,726.20"
1/8/2017 12:00,"12,007.72","1,586.30","2,334.60",971.07,"15,889.37","4,180.96","7,871.70","1,376.96","46,218.68"
1/8/2017 13:00,"11,489.04","1,492.18","2,280.20",934.65,"15,057.19","3,878.46","7,329.86","1,302.82","43,764.40"
1/8/2017 14:00,"11,005.07","1,410.93","2,227.24",898.84,"14,365.13","3,566.25","6,837.74","1,242.39","41,553.58"
1/8/2017 15:00,"10,662.48","1,351.50","2,190.09",869.09,"13,805.08","3,334.38","6,539.05","1,194.57","39,946.22"
1/8/2017 16:00,"10,462.00","1,318.09","2,159.16",852.88,"13,459.61","3,211.40","6,354.47","1,169.53","38,987.14"
1/8/2017 17:00,"10,501.24","1,338.69","2,151.12",858.29,"13,536.69","3,195.64","6,459.09","1,166.49","39,207.26"
1/8/2017 18:00,"11,079.76","1,450.15","2,170.10",905.73,"14,427.69","3,321.73","6,904.45","1,213.14","41,472.75"
1/8/2017 19:00,"11,849.89","1,581.41","2,271.77",961.49,"15,490.05","3,583.97","7,501.23","1,305.87","44,545.67"
1/8/2017 20:00,"12,058.35","1,630.78","2,326.51",976.09,"15,767.31","3,690.03","7,608.17","1,340.83","45,398.06"
1/8/2017 21:00,"11,996.76","1,639.05","2,330.08",973.33,"15,723.25","3,688.69","7,586.32","1,338.83","45,276.32"
1/8/2017 22:00,"11,691.94","1,603.49","2,318.76",949.45,"15,356.96","3,579.80","7,351.48","1,311.92","44,163.80"
1/8/2017 23:00,"11,102.29","1,531.05","2,288.17",912.63,"14,614.90","3,400.00","6,897.63","1,257.35","42,004.03"
1/9/2017 0:00,"10,471.98","1,460.14","2,258.48",881.06,"13,887.06","3,165.85","6,399.90","1,212.55","39,737.05"
1/9/2017 1:00,"10,030.14","1,493.32","2,132.96",897.69,"13,577.94","2,929.18","6,043.17","1,176.85","38,281.24"
1/9/2017 2:00,"9,766.51","1,471.31","2,123.80",890.11,"13,438.32","2,867.82","5,822.66","1,172.93","37,553.44"
1/9/2017 3:00,"9,661.06","1,424.93","2,137.37",895.27,"13,470.14","2,868.34","5,758.54","1,171.62","37,387.28"
1/9/2017 4:00,"9,710.77","1,410.72","2,150.47",899.12,"13,669.74","2,911.61","5,800.66","1,174.28","37,727.36"
1/9/2017 5:00,"9,976.11","1,444.66","2,177.73",922.91,"14,198.97","3,019.76","6,026.82","1,198.74","38,965.70"
1/9/2017 6:00,"10,616.72","1,524.13","2,238.23",977.66,"15,282.80","3,295.93","6,557.61","1,258.38","41,751.46"
1/9/2017 7:00,"11,381.62","1,664.63","2,305.74","1,055.31","16,775.75","3,777.58","7,297.98","1,368.25","45,626.89"
1/9/2017 8:00,"11,505.73","1,694.41","2,359.28","1,077.91","17,152.62","3,881.05","7,423.38","1,412.30","46,506.68"
1/9/2017 9:00,"11,293.44","1,665.01","2,319.16","1,048.50","16,420.48","3,654.37","7,152.86","1,356.92","44,910.75"
1/9/2017 10:00,"11,136.21","1,576.93","2,273.17","1,001.51","15,499.81","3,399.50","6,835.53","1,293.40","43,016.06"
1/9/2017 11:00,"10,829.47","1,537.58","2,206.58",950.33,"14,581.60","3,130.41","6,432.08","1,233.09","40,901.14"
1/9/2017 12:00,"10,633.98","1,454.88","2,161.71",908.54,"13,768.06","2,966.36","6,095.79","1,177.98","39,167.30"
1/9/2017 13:00,"10,446.64","1,421.90","2,127.80",868.67,"13,084.28","2,862.53","5,857.17","1,113.73","37,782.72"
1/9/2017 14:00,"10,386.68","1,379.39","2,113.81",841.24,"12,463.56","2,811.16","5,670.68","1,071.60","36,738.12"
1/9/2017 15:00,"10,297.91","1,346.84","2,104.19",817.02,"11,930.24","2,791.78","5,529.24","1,039.23","35,856.45"
1/9/2017 16:00,"10,230.84","1,316.34","2,100.85",793.33,"11,576.20","2,789.31","5,470.12","1,017.65","35,294.65"
1/9/2017 17:00,"10,235.10","1,300.02","2,110.00",788.33,"11,535.43","2,799.67","5,506.86","1,015.65","35,291.05"
1/9/2017 18:00,"10,521.48","1,360.24","2,094.96",808.33,"12,039.97","2,804.35","5,709.71","1,034.02","36,373.07"
1/9/2017 19:00,"10,888.93","1,436.58","2,162.10",852.38,"12,878.04","3,016.48","6,201.80","1,115.81","38,552.13"
