Hour_End,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,ERCOT
1/1/2012 1:00,7748.1605,878.4384876,1289.746813,652.153054,8648.989316,2105.379142,4162.16231,849.0008921,26334.03052
1/1/2012 2:00,7559.728089,839.0929044,1294.272245,643.4835296,8553.212708,2047.755534,4070.416593,845.0973635,25853.05897
1/1/2012 3:00,7337.789042,817.995707,1296.491345,631.9409234,8461.317967,1961.909818,3946.994332,840.9028485,25295.34198
1/1/2012 4:00,7161.895539,814.9678834,1297.417294,631.42852,8438.693857,1893.148232,3884.929253,845.4522569,24967.93284
1/1/2012 5:00,6984.460743,843.9525785,1309.534911,640.8925631,8565.433348,1867.358425,3911.610238,862.369386,24985.61219
1/1/2012 6:00,6852.747302,883.7085331,1329.677512,662.2377749,8880.412604,1874.075024,4037.150795,892.3411152,25412.35066
1/1/2012 7:00,6822.569456,950.2285916,1343.996843,686.6802429,9360.457402,1900.128977,4238.734676,937.004247,26239.80044
1/1/2012 8:00,6687.260065,983.0904204,1363.690327,713.0825309,9763.555428,1961.724745,4410.369594,983.047607,26865.82072
1/1/2012 9:00,6855.46745,1023.689606,1385.977171,732.2027931,10033.06879,2087.598732,4570.655862,1009.202331,27697.86274
1/1/2012 10:00,7196.259305,1027.847212,1388.008066,745.1120925,10136.02288,2232.473749,4714.913121,1008.613408,28449.24984
1/1/2012 11:00,7499.546028,1004.881463,1374.382489,730.9479205,10026.32746,2304.683095,4772.980955,985.2849904,28699.0344
1/1/2012 12:00,7693.585339,974.715669,1362.688806,713.1850696,9879.117595,2307.264867,4765.119321,964.0653948,28659.74206
1/1/2012 13:00,7803.425802,956.5122545,1340.377883,699.0859839,9714.901806,2317.786182,4721.631918,941.2886457,28495.01047
1/1/2012 14:00,7770.546997,936.3475097,1322.246525,687.3115552,9541.329021,2281.777381,4635.278395,920.5565432,28095.39393
1/1/2012 15:00,7700.107915,921.3116008,1302.391474,672.2842126,9320.712487,2253.088829,4533.564483,895.5955938,27599.0566
1/1/2012 16:00,7664.169909,910.8573281,1292.381268,658.6734471,9197.464171,2266.59051,4478.013347,885.9990798,27354.14906
1/1/2012 17:00,7634.36733,943.4362811,1294.750789,664.8706538,9300.79008,2249.830252,4511.358224,888.7269143,27488.13052
1/1/2012 18:00,8037.422457,1017.581926,1327.745834,714.9633567,10082.08118,2331.228711,4811.812049,932.3112503,29255.14677
1/1/2012 19:00,8611.390355,1130.837687,1411.803542,774.9101031,11154.34207,2582.489111,5423.191424,1024.286367,32113.25066
1/1/2012 20:00,8599.124388,1156.400894,1447.326254,783.7478716,11328.22845,2612.341976,5565.134888,1047.486448,32539.79117
1/1/2012 21:00,8531.163998,1163.916852,1454.696743,791.8477778,11334.33007,2581.634241,5592.439176,1048.195406,32498.22427
1/1/2012 22:00,8401.721743,1156.715225,1463.392556,786.6283762,11305.30336,2517.453716,5542.182219,1050.054127,32223.45133
1/1/2012 23:00,8143.236405,1114.381678,1443.820152,765.2796843,10985.79924,2420.669955,5351.986406,1035.66559,31260.83911
1/2/2012 0:00,7811.3472,1068.5183,1420.44869,737.77632,10523.9918,2286.1831,5102.03976,1013.58041,29963.88558
1/2/2012 1:00,7499.953671,1021.291831,1385.444568,721.2234166,10208.83537,2222.23169,4882.124588,998.263915,28939.36905
1/2/2012 2:00,7375.156178,1001.302063,1384.392762,720.4793903,10132.81726,2161.222643,4797.608218,1003.566423,28576.54494
1/2/2012 3:00,7327.744211,1005.570004,1390.888819,719.0505368,10189.42562,2152.765893,4786.977449,1017.125365,28589.5479
1/2/2012 4:00,7375.51743,1020.613818,1400.261274,729.5055029,10389.67748,2159.875099,4856.417927,1040.273664,28972.14219
1/2/2012 5:00,7538.139141,1061.459507,1421.590109,744.6230568,10777.37729,2261.178773,5040.316637,1072.828158,29917.51268
1/2/2012 6:00,7966.274102,1144.213798,1468.389455,785.8261196,11494.27355,2391.644629,5424.63681,1128.889877,31804.14835
1/2/2012 7:00,8500.102437,1256.618803,1518.998273,833.6407487,12431.20153,2680.227266,5918.472703,1206.819517,34346.08128
1/2/2012 8:00,8735.693266,1316.954857,1552.292648,866.7738376,12985.79712,2830.824247,6175.587005,1259.831006,35723.75398
1/2/2012 9:00,8885.962343,1355.449766,1549.701246,881.7216484,12997.39981,2886.534437,6126.959101,1248.046638,35931.77499
1/2/2012 10:00,9086.508092,1327.645155,1527.459119,889.8741672,12844.31597,2913.953756,6066.989584,1208.165773,35864.91162
1/2/2012 11:00,9235.44944,1292.41517,1500.789241,868.8814487,12728.59004,2831.050497,5927.414717,1151.41747,35536.00802
1/2/2012 12:00,9264.687826,1221.198996,1470.89099,841.8424811,12320.61682,2702.149513,5700.227037,1094.816635,34616.4303
1/2/2012 13:00,9119.892123,1228.903621,1442.345359,811.0450509,11908.82503,2555.286387,5482.715914,1047.466048,33596.47954
1/2/2012 14:00,8913.477329,1203.920486,1412.855254,788.4101857,11440.60166,2426.344387,5248.892473,1013.773593,32448.27537
1/2/2012 15:00,8755.593666,1163.380845,1388.048226,761.6969436,11005.85768,2336.704216,5105.840983,972.7471232,31489.86968
1/2/2012 16:00,8631.198551,1145.111629,1370.491141,738.2051234,10804.51003,2324.518392,5024.593028,950.8061428,30989.43404
1/2/2012 17:00,8643.392981,1157.89853,1367.80021,742.5878167,10922.58632,2343.131496,5055.908424,954.0789061,31187.38468
1/2/2012 18:00,9111.792317,1294.70882,1400.150466,804.9761587,11937.28164,2443.069681,5413.841702,1011.605239,33417.42602
1/2/2012 19:00,9740.102226,1424.618072,1482.370161,873.0549821,13178.4881,2787.522537,6082.060291,1115.891009,36684.10738
1/2/2012 20:00,9796.699486,1460.882246,1508.024948,886.4191982,13449.02897,2913.146019,6218.705217,1140.422154,37373.32823
1/2/2012 21:00,9744.59423,1496.318009,1520.30324,904.0414781,13515.27207,2960.613379,6293.555029,1143.645059,37578.3425
1/2/2012 22:00,9516.564005,1506.640423,1513.694629,886.7590519,13356.98956,2947.847225,6193.764821,1135.096984,37057.3567
1/2/2012 23:00,9104.926697,1441.581128,1473.407979,844.2791079,12727.89575,2847.686016,5920.397557,1099.534103,35459.70834
1/3/2012 0:00,8695.2505,1389.90822,1433.11677,809.37218,12110.2643,2670.3534,5599.66368,1066.81987,33774.74892
1/3/2012 1:00,8413.654754,1337.011637,1416.865349,786.9204006,11783.09844,2614.796088,5428.281464,1049.608226,32830.23636
1/3/2012 2:00,8290.579213,1318.599167,1408.256449,790.8975296,11783.92773,2596.852905,5392.60217,1031.515028,32613.2302
1/3/2012 3:00,8313.043173,1330.292867,1415.941875,792.2693446,11929.3759,2610.907693,5452.977151,1012.033726,32856.84173
1/3/2012 4:00,8458.916608,1351.460403,1425.575977,805.6621894,12228.02241,2626.775416,5598.739574,1055.890229,33551.04281
1/3/2012 5:00,8797.584832,1419.867923,1422.078344,828.822115,12787.98619,2760.577046,5910.310513,1106.589314,35033.81628
1/3/2012 6:00,9588.659311,1579.698219,1475.700688,892.4472803,13958.99275,3038.504183,6555.699214,1183.735909,38273.43755
1/3/2012 7:00,10654.21979,1810.305482,1552.26484,1002.966854,15677.67096,3454.224589,7427.167197,1297.990289,42876.81
1/3/2012 8:00,10901.27754,1811.962286,1595.289764,1020.536957,16325.92873,3570.149761,7667.90649,1355.158417,44248.20995
1/3/2012 9:00,10762.10556,1705.313998,1567.328307,980.68934,15495.79121,3398.849538,7261.434503,1319.140462,42490.65292
1/3/2012 10:00,10595.43037,1626.603181,1540.567353,930.5969584,14522.11305,3148.414364,6737.760416,1244.212775,40345.69847
1/3/2012 11:00,10381.17293,1516.66927,1506.445315,887.8388037,13768.97689,2934.537826,6286.643882,1169.439312,38451.72423
1/3/2012 12:00,10151.16016,1440.157732,1462.833283,842.8019664,13063.24781,2736.001931,5903.127047,1108.741892,36708.07182
1/3/2012 13:00,9878.529896,1365.720634,1424.411735,806.7570809,12488.48306,2574.031036,5616.550223,1055.805644,35210.28931
1/3/2012 14:00,9685.884996,1299.72947,1393.693515,782.7067312,11980.68395,2496.969423,5412.46638,1011.081293,34063.21576
1/3/2012 15:00,9473.179235,1260.698118,1372.906825,757.9297865,11544.48816,2434.64615,5267.254424,975.1541837,33086.25688
1/3/2012 16:00,9398.616627,1243.675197,1351.478621,744.5589528,11252.87855,2406.915142,5183.185035,956.0280156,32537.33614
1/3/2012 17:00,9414.664292,1283.622417,1334.367388,751.4228121,11317.92363,2388.995529,5225.01594,959.9956091,32676.00762
1/3/2012 18:00,9954.971922,1381.947092,1352.372434,794.1468502,12167.33927,2509.821032,5597.031517,1000.63504,34758.26516
1/3/2012 19:00,10672.02672,1507.544099,1438.908266,855.3396379,13286.20192,2818.004987,6279.089784,1096.79683,37953.91224
1/3/2012 20:00,10706.4918,1534.569656,1470.719471,866.6779376,13389.05624,2923.56601,6435.370948,1117.93443,38444.38649
1/3/2012 21:00,10569.15067,1537.680607,1475.376461,876.6466661,13347.63916,2953.347772,6439.727865,1118.687026,38318.25622
1/3/2012 22:00,10227.48447,1510.483654,1459.483941,855.7506799,12969.32676,2879.766086,6222.455314,1093.43405,37218.18496
1/3/2012 23:00,9628.488566,1411.475673,1419.910892,816.6390506,12081.30479,2727.30978,5806.086588,1043.089006,34934.30435
1/4/2012 0:00,9060.1179,1350.50695,1372.59825,764.40735,11192.6421,2509.0432,5350.81055,985.15724,32585.28354
1/4/2012 1:00,8582.569195,1292.202717,1367.711628,742.2335425,10853.34294,2242.326746,5089.567519,971.5804483,31141.53473
1/4/2012 2:00,8375.184616,1294.923496,1358.939171,735.4942396,10650.90501,2180.819545,4986.927601,965.0946478,30548.28832
1/4/2012 3:00,8283.782448,1293.026853,1361.319486,735.0107025,10604.03495,2163.958015,4968.117656,965.931939,30375.18205
1/4/2012 4:00,8267.908243,1283.396198,1372.197219,742.7201229,10792.37023,2179.043148,5007.870724,975.5211164,30621.027
1/4/2012 5:00,8516.826853,1310.786155,1386.094909,764.8931297,11248.69445,2265.096589,5238.21892,1003.731546,31734.34255
1/4/2012 6:00,9223.540319,1413.368362,1440.503948,821.7387147,12298.90381,2481.517924,5781.792746,1076.073881,34537.43971
1/4/2012 7:00,10233.1439,1601.855387,1515.297403,929.9837035,13955.30833,2811.54622,6557.107902,1187.19464,38791.43748
1/4/2012 8:00,10340.75475,1635.440053,1554.36207,952.4148316,14573.84015,2895.750106,6697.874512,1226.011781,39876.44825
1/4/2012 9:00,9996.539923,1534.557809,1521.96706,921.7383288,14017.86264,2750.561827,6309.514246,1195.30147,38248.04331
1/4/2012 10:00,9690.675961,1460.35653,1490.154432,883.9031694,13480.2423,2614.971877,5906.76591,1147.857383,36674.92756
1/4/2012 11:00,9508.9213,1391.725746,1474.474324,854.2656988,12907.99601,2481.959226,5601.764657,1096.619713,35317.72668
1/4/2012 12:00,9368.106819,1316.536508,1450.713195,824.0258743,12321.61648,2424.810521,5348.168369,1048.010276,34101.98805
1/4/2012 13:00,9260.982096,1261.657004,1412.541314,793.5241964,11859.54909,2406.974209,5184.149616,1000.497461,33179.87499
1/4/2012 14:00,9248.72396,1200.528737,1390.173788,779.3207178,11468.99347,2401.473303,5086.2589,967.1374375,32542.61031
1/4/2012 15:00,9205.170385,1185.094343,1372.035148,761.5709567,11087.6146,2421.728223,5019.454395,939.4130417,31992.08109
1/4/2012 16:00,9194.894676,1157.55249,1354.497515,748.2988985,10776.30329,2446.019985,4981.296229,923.7033844,31582.56647
1/4/2012 17:00,9162.364638,1161.618852,1361.229663,749.6973825,10822.95125,2455.784289,4998.427243,927.235641,31639.30896
1/4/2012 18:00,9407.551655,1241.18205,1372.531302,788.5738782,11523.45084,2495.516089,5201.593525,959.8973754,32990.29671
1/4/2012 19:00,9724.215231,1352.377163,1442.145781,849.2061921,12546.06454,2725.953679,5759.940951,1051.582553,35451.48609
1/4/2012 20:00,9633.352914,1361.968868,1463.04147,853.9481461,12692.73072,2758.012426,5751.203127,1069.097918,35583.35559
1/4/2012 21:00,9391.830079,1362.652149,1466.52324,862.1232141,12699.10521,2711.252111,5701.948861,1070.947196,35266.38206
1/4/2012 22:00,8981.971383,1338.003597,1459.399993,845.7955717,12448.50657,2590.80411,5459.107268,1056.588086,34180.17658
1/4/2012 23:00,8379.909904,1253.145007,1427.3488,808.8444462,11779.19494,2432.237993,5072.604189,1021.750558,32175.03584
1/5/2012 0:00,7794.2656,1201.59306,1394.50311,765.17108,11040.8524,2183.5494,4643.54022,981.00963,30004.4845
1/5/2012 1:00,7294.863256,1189.303546,1372.944917,734.6620025,10728.40241,2023.999601,4398.275706,973.338838,28715.79028
1/5/2012 2:00,7087.839943,1185.480367,1369.158055,730.8890526,10653.83993,1949.006681,4293.999352,979.0804955,28249.29388
1/5/2012 3:00,6974.902626,1115.167333,1375.154943,733.2659267,10725.79259,1910.410197,4287.782897,992.9600164,28115.43653
1/5/2012 4:00,6937.606274,1109.584665,1390.708131,747.6621959,10972.31119,1905.917567,4337.869529,1020.507175,28422.16672
1/5/2012 5:00,7081.84623,1172.744598,1417.92896,771.3433413,11554.35428,1961.010584,4514.668245,1060.776344,29534.67258
1/5/2012 6:00,7696.697047,1289.033245,1473.212917,830.111959,12776.79325,2151.855687,5003.003312,1138.054006,32358.76143
1/5/2012 7:00,8613.587845,1469.587596,1552.776083,939.2990177,14591.29402,2456.59135,5802.074338,1256.823609,36682.03386
1/5/2012 8:00,8847.355903,1496.21899,1589.204567,959.1411486,15225.01387,2574.884765,6000.776163,1299.494727,37992.09013
1/5/2012 9:00,8820.327187,1447.981677,1553.416441,921.6092037,14379.97311,2512.27171,5750.632036,1231.716546,36617.92791
1/5/2012 10:00,8945.324634,1395.353414,1506.91697,870.8679848,13449.80449,2470.619279,5613.205038,1160.325303,35412.41711
1/5/2012 11:00,9169.694949,1345.98282,1468.649739,830.8219245,12667.49919,2431.324088,5449.440846,1097.268005,34460.68156
1/5/2012 12:00,9345.687316,1283.307128,1439.511623,794.3130113,12010.01449,2417.027169,5239.45235,1034.80555,33564.11864
1/5/2012 13:00,9384.484062,1252.235168,1393.709329,764.1431208,11466.20402,2423.767299,5151.547373,984.6774952,32820.76786
1/5/2012 14:00,9440.829616,1209.727559,1377.741525,748.6733804,11078.47699,2451.600399,5093.143631,942.7633428,32342.95644
1/5/2012 15:00,9452.772302,1160.92572,1357.682982,735.0022595,10724.44569,2470.327882,5041.204951,916.8585128,31859.2203
1/5/2012 16:00,9422.756073,1152.574829,1348.288406,723.8651292,10509.40276,2475.259491,5003.542107,903.3464159,31539.03521
1/5/2012 17:00,9351.897082,1176.236867,1345.824949,720.7632965,10467.62801,2483.879232,5014.870378,909.887574,31470.98739
1/5/2012 18:00,9583.74884,1221.127716,1353.797084,751.3581163,10958.63554,2524.606953,5266.165132,930.4460513,32589.88544
1/5/2012 19:00,9904.696535,1326.197277,1417.500695,805.2190119,11866.0424,2748.13428,5725.483024,1013.136441,34806.40966
1/5/2012 20:00,9789.543479,1262.359711,1436.986113,817.963711,11981.73286,2778.527963,5710.497852,1037.448518,34815.06021
1/5/2012 21:00,9517.147061,1310.820568,1444.977673,827.3141436,11937.30002,2740.737919,5579.124437,1039.599408,34397.02123
1/5/2012 22:00,9085.972766,1274.972523,1433.675693,806.264782,11568.18092,2596.518666,5330.458336,1019.088672,33115.13236
1/5/2012 23:00,8491.752435,1188.324696,1406.105374,765.0866529,10803.9158,2420.984415,4902.677725,976.3718651,30955.21896
1/6/2012 0:00,7879.2002,1133.0346,1370.69782,724.7137,10069.2633,2184.6879,4453.56366,932.43652,28747.5977
1/6/2012 1:00,7481.543182,1037.404748,1345.091181,696.2878155,9598.133745,2019.989232,4156.260838,906.2409757,27240.95172
1/6/2012 2:00,7222.455694,1022.465857,1337.949491,690.1193107,9311.573136,1931.00697,4006.684256,900.601663,26422.85638
1/6/2012 3:00,7092.281002,999.6053221,1340.613374,691.6602116,9221.471053,1886.516908,3932.050066,904.1440005,26068.34194
1/6/2012 4:00,7078.216686,991.4422347,1353.2793,695.2953836,9330.783644,1887.840553,3940.798254,915.252732,26192.90879
1/6/2012 5:00,7209.258238,1023.278233,1375.964797,714.6499677,9659.143781,1930.180248,4067.93262,942.0772716,26922.48516
1/6/2012 6:00,7744.504727,1117.663391,1421.710919,762.635209,10512.4479,2096.589826,4476.189933,1006.55464,29138.29654
1/6/2012 7:00,8590.867154,1241.31639,1499.195467,855.3968727,11989.9925,2408.245756,5233.807946,1119.375307,32938.19739
1/6/2012 8:00,8871.094264,1216.549194,1546.166775,874.4565728,12608.08245,2524.849526,5491.990099,1164.704909,34297.89379
1/6/2012 9:00,8845.356109,1150.27763,1506.374269,846.922912,12061.8699,2470.489021,5313.63426,1118.31527,33313.23938
1/6/2012 10:00,9002.4254,1155.880875,1473.153421,807.5611105,11656.64075,2454.856462,5204.95629,1056.456271,32811.93058
1/6/2012 11:00,9244.164686,1192.07213,1442.717304,788.8199436,11371.53624,2420.434269,5159.626493,1014.1723,32633.54337
1/6/2012 12:00,9380.713287,1194.366417,1411.930264,764.5862836,11002.24206,2409.014557,5117.240521,980.6974308,32260.79082
1/6/2012 13:00,9402.133913,1172.819109,1377.120197,737.2068292,10803.01791,2419.243597,5062.365708,947.9879668,31921.89524
1/6/2012 14:00,9480.889235,1159.929144,1367.486601,725.6606344,10647.39065,2455.305969,5078.969612,926.760962,31842.39281
1/6/2012 15:00,9529.899446,1149.559028,1353.830313,709.7592883,10438.98776,2462.673697,5042.996322,908.8742995,31596.58015
1/6/2012 16:00,9524.311398,1165.007569,1343.644775,695.8367633,10244.01627,2477.89584,5008.388252,900.2770553,31359.37793
1/6/2012 17:00,9474.730988,1160.858277,1333.151722,695.9278229,10145.88033,2475.933636,5007.245943,899.3965663,31193.12529
