,Hour_End,Time,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,ERCOT
4259,6/26/2016 13:00,2016-06-26 13:00:00,15958.28138,1910.138391,2194.108581,1121.504501,18378.65783,4447.479825,8414.432429999999,1250.4853679999999,53675.08831
4260,6/26/2016 14:00,2016-06-26 14:00:00,16370.8592,1986.805833,2195.335666,1163.871741,19320.92281,4639.141022999999,8867.018306,1301.506428,55845.460999999996
4261,6/26/2016 15:00,2016-06-26 15:00:00,16588.5553,2028.684122,2210.268838,1196.5280810000002,19963.22778,4757.982558,9205.520465000001,1338.162042,57288.929189999995
4262,6/26/2016 16:00,2016-06-26 16:00:00,16628.3355,2088.506747,2254.587051,1212.208607,20366.97135,4825.265909000001,9439.159667,1361.533577,58176.56842
4263,6/26/2016 17:00,2016-06-26 17:00:00,16656.933090000002,2086.50502,2311.595315,1232.9432359999998,20692.67005,4846.035537,9503.694628,1362.892464,58693.26934
4264,6/26/2016 18:00,2016-06-26 18:00:00,16585.157890000002,2046.58485,2330.3524989999996,1237.0831699999999,20805.87916,4819.273273,9407.277453,1363.47593,58595.08422999999
4265,6/26/2016 19:00,2016-06-26 19:00:00,16156.8454,2044.863259,2312.650462,1214.238687,20449.03457,4697.553397,9226.876378,1358.0675210000002,57460.12967
4266,6/26/2016 20:00,2016-06-26 20:00:00,15629.14856,1957.0788260000002,2298.6495010000003,1167.59313,19762.50102,4508.965012,8993.200712,1328.000353,55645.13712000001
4267,6/26/2016 21:00,2016-06-26 21:00:00,15257.914880000002,1941.937298,2232.608457,1115.594615,18856.92234,4366.029775999999,8746.133614,1287.058844,53804.19982
4268,6/26/2016 22:00,2016-06-26 22:00:00,14874.5032,1876.166827,2217.4659,1079.868642,18213.9355,4278.124054,8560.640827,1268.170206,52368.87516
4269,6/26/2016 23:00,2016-06-26 23:00:00,14050.24711,1736.1421420000001,2168.970536,1003.476012,16891.03391,4048.055844,8010.059726,1195.176579,49103.16185
4270,6/27/2016 0:00,2016-06-27 00:00:00,13115.2374,1606.17914,2095.3373100000003,935.53365,15354.6225,3742.4176,7260.3306299999995,1106.1988099999999,45215.857039999995
