"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-27","4.18","0.0","0.0","79","92","71"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-28","0.00","0.0","0.0","80","95","73"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-29","0.00","0.0","0.0","81","95","74"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-30","0.00","0.0","0.0","84","95","73"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-07-31","0.00","0.0","0.0","85","96","76"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-01","0.00","0.0","0.0","85","97","73"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-02","0.00","0.0","0.0","84","96","69"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-03","0.00","0.0","0.0","85","97","73"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-04","0.00","0.0","0.0","85","97","71"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-05","0.00","0.0","0.0","85","97","71"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-06","0.00","0.0","0.0","86","97","74"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-07","0.00","0.0","0.0","86","98","76"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-08","0.00","0.0","0.0","87","98","74"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-09","0.00","0.0","0.0","87","98","76"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-10","0.00","0.0","0.0","88","99","79"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-11","0.00","0.0","0.0","88","100","77"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-12","0.19","0.0","0.0","88","102","77"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-13","0.01","0.0","0.0","84","93","76"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-14","0.88","0.0","0.0","78","86","72"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-15","1.66","0.0","0.0","74","78","70"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-16","2.05","0.0","0.0","75","81","72"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-17","0.04","0.0","0.0","77","84","75"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-18","0.28","0.0","0.0","78","89","74"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-19","0.00","0.0","0.0","81","93","74"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-20","2.52","0.0","0.0","80","83","72"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-21","0.06","0.0","0.0","76","81","73"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-22","0.06","0.0","0.0","79","92","75"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-23","0.00","0.0","0.0","84","93","75"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-24","0.00","0.0","0.0","82","93","72"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-25","0.00","0.0","0.0","82","92","73"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-26","0.00","0.0","0.0","82","94","73"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-27","0.00","0.0","0.0","80","92","71"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-28","0.00","0.0","0.0","80","91","71"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-29","0.56","0.0","0.0","79","91","73"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-30","0.00","0.0","0.0","79","91","73"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-08-31","0.00","0.0","0.0","82","94","72"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-01","0.00","0.0","0.0","83","95","73"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-02","0.12","0.0","0.0","81","91","72"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-03","0.00","0.0","0.0","80","91","72"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-04","0.00","0.0","0.0","81","92","72"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-05","0.03","0.0","0.0","79","92","72"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-06","0.63","0.0","0.0","80","93","71"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-07","0.00","0.0","0.0","83","94","76"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-08","0.00","0.0","0.0","83","93","76"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-09","0.00","0.0","0.0","82","93","75"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-10","0.22","0.0","0.0","81","91","72"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-11","0.00","0.0","0.0","79","91","68"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-12","0.00","0.0","0.0","80","92","68"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-13","0.00","0.0","0.0","80","92","70"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-14","0.00","0.0","0.0","82","92","73"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-15","0.00","0.0","0.0","81","93","71"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-16","0.00","0.0","0.0","81","94","70"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-17","0.00","0.0","0.0","82","96","71"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-18","0.00","0.0","0.0","83","96","73"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-19","0.00","0.0","0.0","84","96","73"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-20","0.00","0.0","0.0","83","97","70"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-21","0.00","0.0","0.0","83","94","70"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-22","0.00","0.0","0.0","79","93","68"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-23","0.01","0.0","0.0","81","91","72"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-24","0.05","0.0","0.0","81","93","72"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-25","0.41","0.0","0.0","78","84","72"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-26","1.70","0.0","0.0","73","76","67"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-27","0.00","0.0","0.0","71","80","65"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-28","0.00","0.0","0.0","73","90","62"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-29","0.00","0.0","0.0","71","86","56"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-09-30","0.00","0.0","0.0","66","81","53"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-01","0.00","0.0","0.0","67","81","56"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-02","0.00","0.0","0.0","69","85","54"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-03","0.00","0.0","0.0","71","87","59"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-04","0.00","0.0","0.0","76","91","63"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-05","0.00","0.0","0.0","80","92","68"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-06","0.00","0.0","0.0","81","92","72"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-07","0.00","0.0","0.0","78","89","64"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-08","0.00","0.0","0.0","70","84","61"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-09","0.00","0.0","0.0","69","82","51"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-10","0.00","0.0","0.0","63","84","46"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-11","0.00","0.0","0.0","66","88","49"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-12","0.00","0.0","0.0","72","91","59"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-13","0.25","0.0","0.0","76","89","66"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-14","0.00","0.0","0.0","75","87","67"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-15","0.00","0.0","0.0","77","91","66"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-16","0.00","0.0","0.0","80","92","72"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-17","0.00","0.0","0.0","80","93","72"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-18","0.00","0.0","0.0","81","92","74"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-19","0.00","0.0","0.0","81","91","71"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-20","0.00","0.0","0.0","76","83","62"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-21","0.00","0.0","0.0","66","76","48"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-22","0.00","0.0","0.0","59","80","43"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-23","0.01","0.0","0.0","62","84","47"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-24","0.01","0.0","0.0","74","86","65"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-25","0.00","0.0","0.0","71","86","59"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-26","0.00","0.0","0.0","71","87","55"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-27","0.00","0.0","0.0","71","87","59"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-28","0.00","0.0","0.0","69","85","53"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-29","0.00","0.0","0.0","71","85","59"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-30","0.00","0.0","0.0","71","88","59"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-10-31","0.00","0.0","0.0","69","84","55"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-01","0.06","0.0","0.0","77","91","68"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-02","0.00","0.0","0.0","79","88","73"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-03","0.87","0.0","0.0","76","84","66"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-04","0.00","0.0","0.0","71","74","69"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-05","0.00","0.0","0.0","71","76","64"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-06","0.60","0.0","0.0","66","78","59"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-07","0.01","0.0","0.0","66","75","60"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-08","0.05","0.0","0.0","68","72","64"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-09","0.70","0.0","0.0","64","66","59"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-10","0.00","0.0","0.0","63","71","53"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-11","0.00","0.0","0.0","60","74","51"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-12","0.00","0.0","0.0","63","76","51"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-13","0.00","0.0","0.0","64","76","54"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-14","0.00","0.0","0.0","65","82","52"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-15","0.00","0.0","0.0","67","87","51"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-16","0.00","0.0","0.0","65","87","49"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-17","0.00","0.0","0.0","69","84","56"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-18","0.00","0.0","0.0","72","81","53"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-19","0.00","0.0","0.0","54","63","36"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-20","0.00","0.0","0.0","47","68","33"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-21","0.00","0.0","0.0","53","78","36"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-22","0.02","0.0","0.0","68","79","57"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-23","0.10","0.0","0.0","68","73","46"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-24","0.00","0.0","0.0","56","77","41"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-25","0.02","0.0","0.0","61","66","52"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-26","0.00","0.0","0.0","60","70","50"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-27","0.00","0.0","0.0","64","78","51"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-28","0.00","0.0","0.0","74","81","42"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-29","0.00","0.0","0.0","60","80","41"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-11-30","0.00","0.0","0.0","58","67","35"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-01","0.00","0.0","0.0","48","70","32"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-02","0.14","0.0","0.0","55","65","43"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-03","1.79","0.0","0.0","52","55","50"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-04","0.54","0.0","0.0","52","53","50"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-05","0.55","0.0","0.0","51","54","42"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-06","0.00","0.0","0.0","51","60","39"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-07","0.00","0.0","0.0","45","55","35"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-08","0.00","0.0","0.0","47","53","37"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-09","0.00","0.0","0.0","39","46","34"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-10","0.00","0.0","0.0","42","54","30"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-11","0.01","0.0","0.0","55","65","51"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-12","0.00","0.0","0.0","56","67","44"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-13","0.00","0.0","0.0","61","78","48"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-14","0.00","0.0","0.0","51","58","41"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-15","0.00","0.0","0.0","51","55","45"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-16","0.00","0.0","0.0","55","66","51"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-17","0.03","0.0","0.0","67","79","37"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-18","0.00","0.0","0.0","37","37","27"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-19","0.00","0.0","0.0","32","45","24"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-20","0.00","0.0","0.0","43","60","36"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-21","0.00","0.0","0.0","54","71","40"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-22","0.00","0.0","0.0","56","68","44"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-23","0.05","0.0","0.0","59","73","53"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-24","0.00","0.0","0.0","71","78","67"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-25","0.00","0.0","0.0","74","82","68"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-26","0.00","0.0","0.0","75","85","70"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-27","0.00","0.0","0.0","71","76","59"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-28","0.00","0.0","0.0","70","85","61"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-29","0.00","0.0","0.0","65","71","43"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-30","0.00","0.0","0.0","51","56","47"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2016-12-31","0.00","0.0","0.0","59","79","50"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-01","0.00","0.0","0.0","61","76","49"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-02","0.46","0.0","0.0","63","77","53"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-03","0.00","0.0","0.0","58","77","38"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-04","0.00","0.0","0.0","46","48","33"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-05","0.00","0.0","0.0","49","64","36"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-06","0.00","0.0","0.0","35","36","24"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-07","0.00","0.0","0.0","29","43","19"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-08","0.00","0.0","0.0","31","53","16"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-09","0.00","0.0","0.0","51","73","37"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-10","0.00","0.0","0.0","66","81","59"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-11","0.00","0.0","0.0","67","81","56"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-12","0.00","0.0","0.0","72","83","65"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-13","0.28","0.0","0.0","73","81","56"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-14","0.13","0.0","0.0","55","56","49"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-15","0.48","0.0","0.0","56","76","50"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-16","0.78","0.0","0.0","66","70","59"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-17","1.02","0.0","0.0","57","59","49"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-18","1.50","0.0","0.0","51","57","48"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-19","0.00","0.0","0.0","57","69","51"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-20","0.00","0.0","0.0","61","78","47"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-21","0.00","0.0","0.0","62","84","43"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-22","0.00","0.0","0.0","65","70","50"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-23","0.00","0.0","0.0","58","76","40"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-24","0.00","0.0","0.0","61","85","40"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-25","0.00","0.0","0.0","66","69","42"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-26","0.00","0.0","0.0","48","59","33"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-27","0.00","0.0","0.0","44","58","32"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-28","0.00","0.0","0.0","51","61","35"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-29","0.00","0.0","0.0","50","71","30"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-30","0.00","0.0","0.0","57","81","32"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-01-31","0.00","0.0","0.0","58","78","33"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-01","0.00","0.0","0.0","59","83","39"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-02","0.00","0.0","0.0","58","66","47"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-03","0.00","0.0","0.0","50","54","47"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-04","0.02","0.0","0.0","50","53","48"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-05","0.02","0.0","0.0","58","75","52"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-06","0.00","0.0","0.0","71","81","68"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-07","0.00","0.0","0.0","75","88","50"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-08","0.00","0.0","0.0","66","86","47"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-09","0.00","0.0","0.0","57","67","42"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-10","0.00","0.0","0.0","59","80","40"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-11","0.00","0.0","0.0","73","88","67"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-12","0.00","0.0","0.0","73","84","64"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-13","0.00","0.0","0.0","70","80","63"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-14","1.24","0.0","0.0","60","68","49"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-15","0.00","0.0","0.0","53","66","39"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-16","0.00","0.0","0.0","50","69","33"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-17","0.00","0.0","0.0","58","77","46"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-18","0.00","0.0","0.0","70","87","62"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-19","0.12","0.0","0.0","74","81","65"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-20","1.25","0.0","0.0","66","71","59"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-21","0.00","0.0","0.0","64","80","49"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2017-02-22","0.00","0.0","0.0","63","86","44"
